id,matchDate,Country,League,Season,homeTeam,awayTeam,referee,FTHG,FTAG,FTR,HBPFT,ABPFT,HBP1H,ABP1H,HBP2H,ABP2H,HTSFT,ATSFT,HTS1H,ATS1H,HTS2H,ATS2H,HSONFT,ASONFT,HSON1H,ASON1H,HSON2H,ASON2H,HSOFFFT,ASOFFFT,HSOFF1H,ASOFF1H,HSOFF2H,ASOFF2H,H,D,A,O05,U05,O15,U15,O25,U25,O35,U35,O45,U45,BTTSY,BTTSN,total_goals,over25,home_conceded,away_conceded,home_goals_last5,away_goals_last5,home_goals_last3,away_goals_last3,home_goals_ewm,away_goals_ewm,home_conceded_last5,away_conceded_last5,home_conceded_last3,away_conceded_last3,home_goals_at_home_last5,home_conceded_at_home_last5,away_goals_away_last5,away_conceded_away_last5,home_shots_last5,away_shots_last5,home_sot_last5,away_sot_last5,home_pos_last5,away_pos_last5,home_shot_accuracy,away_shot_accuracy,home_conversion_last5,away_conversion_last5,home_points,away_points,home_form_last5,away_form_last5,form_diff,h2h_avg_goals,h2h_over25_rate,home_attack_score,away_attack_score,combined_attack,home_rest_days,away_rest_days,rest_diff,home_fatigued,away_fatigued,home_table_pos,away_table_pos,table_pos_diff,home_table_pts,away_table_pts,home_table_gd,away_table_gd,home_elo,away_elo,elo_diff,elo_home_win_prob,elo_sum
6931,2016-08-20 18:30:00,England,Premier League,2016/2017,Leicester,Arsenal,Mark Clattenburg,0,0,D,40,60,35,65,45,55,8,13,2,9,6,4,1,4,0,1,1,3,2,4,0,4,2,0,2.88,3.6,2.58,1.02,14.0,1.21,4.5,1.79,2.22,2.76,1.45,5.0,1.14,1.5,2.6,0,0,0,0,1.9333333333333331,1.0666666666666669,1.6666666666666667,0.6666666666666666,1.7098579448429658,1.1048721708564937,0.5333333333333333,0.9333333333333332,0.3333333333333333,0.6666666666666666,1.9333333333333331,0.5333333333333333,1.0666666666666669,0.9333333333333332,16.333333333333332,11.533333333333331,4.8,3.933333333333333,40.66666666666666,56.66666666666666,0.125,0.3076923076923077,0.3388888888888888,0.3911111111111111,1,1,2.066666666666667,1.1333333333333333,0.9333333333333336,5.0,1.0,1.3274074074074074,0.8740740740740741,2.2014814814814816,7,6,1,0,0,15,17,2,0,0,-1,-1,1500.0,1488.1506753883134,11.849324611686598,0.6088260558068315,2988.150675388313
6928,2016-08-27 13:30:00,England,Premier League,2016/2017,Tottenham,Liverpool,Robert Madley,1,1,D,49,51,48,52,50,50,11,13,4,6,7,7,4,3,1,3,3,0,5,4,1,1,4,3,2.63,3.42,2.96,1.03,12.0,1.21,4.44,1.81,2.19,2.78,1.45,5.0,1.14,1.53,2.51,2,0,1,1,1.1333333333333333,1.3333333333333333,1.0,1.1666666666666667,1.2999435975465583,1.3905770469699257,0.8666666666666667,1.8,0.8333333333333334,1.6666666666666667,1.1333333333333333,0.8666666666666667,1.3333333333333333,1.8,16.6,16.133333333333333,4.666666666666667,4.333333333333333,57.66666666666666,60.53333333333333,0.3636363636363636,0.2307692307692307,0.2616666666666666,0.2920634920634921,1,1,1.4666666666666666,1.0666666666666669,0.3999999999999999,1.0,0.0,1.0577777777777777,1.0918518518518516,2.1496296296296293,6,6,0,0,0,6,12,6,4,3,1,-1,1501.8493246116866,1511.8493246116866,-10.0,0.5784967523447427,3013.698649223373
6927,2016-08-27 16:00:00,England,Premier League,2016/2017,Watford,Arsenal,Kevin Friend,1,3,A,45,55,37,63,53,47,14,10,4,7,10,3,6,7,0,6,6,1,6,2,3,0,3,2,6.0,4.22,1.65,1.03,11.5,1.24,4.04,1.91,2.06,3.1,1.37,5.7,1.11,1.78,2.04,4,1,3,1,1.4666666666666666,1.6,1.1666666666666667,1.8333333333333333,1.2991463391930298,1.7367081213567432,2.2666666666666666,0.9333333333333332,2.5,0.8333333333333334,1.4666666666666666,2.2666666666666666,1.6,0.9333333333333332,13.6,11.0,4.733333333333333,4.933333333333334,47.4,56.333333333333336,0.4285714285714285,0.7,0.3488888888888889,0.3828571428571428,0,3,0.6666666666666666,1.6666666666666667,-1.0,3.5,1.0,1.106666666666667,1.106666666666667,2.2133333333333334,7,6,1,0,0,14,15,1,1,1,-1,-1,1490.1757348439319,1490.32719650445,-0.15146166051818,0.592255697379904,2980.502931348382
6926,2016-08-27 16:00:00,England,Premier League,2016/2017,Southampton,Sunderland,Lee Mason,1,1,D,64,36,58,42,70,30,16,5,6,2,10,3,7,2,2,0,5,2,5,2,3,2,2,0,1.51,4.62,7.6,1.01,12.0,1.26,3.9,1.95,2.01,3.22,1.35,6.0,1.1,2.01,1.8,2,0,1,1,2.1333333333333333,1.3333333333333333,1.5,1.1666666666666667,1.9937621998656496,1.2906726036516702,1.1333333333333333,1.4,1.0,1.5,2.1333333333333333,1.1333333333333333,1.3333333333333333,1.4,18.53333333333333,7.133333333333334,6.266666666666667,3.1333333333333333,57.4,36.0,0.4375,0.4,0.3615873015873016,0.4488888888888889,1,1,1.8,0.8666666666666667,0.9333333333333332,1.5,0.0,1.540740740740741,0.8118518518518519,2.352592592592593,7,6,1,0,0,16,19,3,1,0,-2,-2,1486.733585060299,1491.8493246116866,-5.115739551387605,0.5853369771696978,2978.5829096719854
6925,2016-08-27 16:00:00,England,Premier League,2016/2017,Leicester,Swansea,Roger East,2,1,H,52,48,61,39,43,57,13,9,5,3,8,6,6,3,2,2,4,1,5,5,2,1,3,4,1.72,3.9,5.75,1.03,12.0,1.24,4.04,1.93,2.03,3.13,1.37,5.8,1.11,1.76,2.06,3,1,1,2,1.9333333333333331,1.4,1.5,1.5,1.8065913569015564,1.374269749077881,0.6666666666666666,1.6,0.6666666666666666,1.1666666666666667,1.9333333333333331,0.6666666666666666,1.4,1.6,15.666666666666666,12.066666666666666,5.2,4.8,44.13333333333333,52.4,0.4615384615384615,0.3333333333333333,0.312037037037037,0.274074074074074,3,0,2.333333333333333,1.4,0.9333333333333336,3.5,1.0,1.3392592592592594,1.0548148148148149,2.3940740740740742,6,7,-1,0,0,13,12,-1,1,3,-1,-1,1497.8234788838633,1500.0,-2.176521116136655,0.5894376193714597,2997.8234788838636
6924,2016-08-27 16:00:00,England,Premier League,2016/2017,Everton,Stoke,Michael Oliver,1,0,H,55,45,60,40,50,50,21,8,10,4,11,4,9,1,4,1,5,0,7,4,2,3,5,1,1.71,4.1,5.45,1.02,13.5,1.23,4.2,1.87,2.1,3.0,1.39,5.5,1.12,1.8,1.93,1,0,0,1,1.5333333333333334,0.5333333333333333,1.3333333333333333,0.5,1.4044155043990902,0.6354580642883135,0.4666666666666667,1.8,0.3333333333333333,1.1666666666666667,1.5333333333333334,0.4666666666666667,0.5333333333333333,1.8,15.266666666666667,10.8,7.0,1.6666666666666667,49.6,47.2,0.4285714285714285,0.125,0.2431481481481481,0.3555555555555555,3,0,2.333333333333333,0.2666666666666666,2.066666666666667,5.0,1.0,1.3170370370370372,0.528888888888889,1.8459259259259264,7,7,0,0,0,6,17,11,4,1,1,-3,1498.1506753883134,1479.6618374927098,18.488837895603638,0.6178896366642652,2977.8125128810234
6919,2016-08-28 17:00:00,England,Premier League,2016/2017,Manchester City,West Ham,Andre Marriner,3,1,H,67,33,68,32,66,34,22,9,10,5,12,4,5,2,2,0,3,2,10,5,4,3,6,2,1.28,7.0,11.5,1.01,19.0,1.13,6.0,1.54,2.77,2.26,1.64,3.84,1.23,1.9,1.9,4,1,1,3,2.6,1.3333333333333333,2.5,1.0,2.485991616978436,1.3808750687089106,1.0666666666666669,2.066666666666667,1.1666666666666667,2.5,2.6,1.0666666666666669,1.3333333333333333,2.066666666666667,16.733333333333334,10.866666666666667,4.4,3.466666666666667,65.46666666666667,43.4,0.2272727272727272,0.2222222222222222,0.5888888888888888,0.4222222222222222,3,0,2.6,0.4666666666666667,2.1333333333333333,3.5,1.0,1.531851851851852,0.917037037037037,2.448888888888889,8,7,1,0,0,4,12,8,6,3,4,0,1528.4888378956036,1491.8493246116866,36.63951328391704,0.6422364099360202,3020.3381625072902
6918,2016-09-10 13:30:00,England,Premier League,2016/2017,Manchester Utd,Manchester City,Mark Clattenburg,1,2,A,40,60,35,65,45,55,14,18,6,6,8,12,3,6,3,2,0,4,6,8,1,3,5,5,2.44,3.15,3.52,1.03,9.2,1.32,3.38,2.22,1.79,3.76,1.27,7.1,1.07,1.7,2.15,3,1,2,1,1.7333333333333334,2.2666666666666666,1.6666666666666667,2.5,1.623434281031642,2.247088467082704,1.0,1.4,1.1666666666666667,1.0,1.7333333333333334,1.0,2.2666666666666666,1.4,14.133333333333333,14.2,4.8,5.6,51.93333333333333,57.0,0.2142857142857142,0.3333333333333333,0.3733333333333333,0.3955555555555555,0,3,1.7333333333333334,2.066666666666667,-0.3333333333333335,0.5,0.0,1.2118518518518515,1.4444444444444444,2.656296296296296,13,12,1,0,0,2,1,-1,9,9,5,6,1529.1910772455444,1539.221745597523,-10.030668351978647,0.5784537042431417,3068.4128228430673
6912,2016-09-10 16:00:00,England,Premier League,2016/2017,Arsenal,Southampton,Robert Madley,2,1,H,57,43,56,44,58,42,17,11,5,4,12,7,2,5,1,1,1,4,7,4,1,1,6,3,1.63,4.2,6.25,1.03,12.5,1.23,4.2,1.89,2.08,3.04,1.38,5.7,1.11,1.8,1.99,3,1,1,2,2.533333333333333,1.3333333333333333,2.6666666666666665,0.8333333333333334,2.3824139415306806,1.174279815402466,1.4,1.7333333333333334,1.8333333333333333,1.8333333333333333,2.533333333333333,1.4,1.3333333333333333,1.7333333333333334,14.133333333333333,12.6,4.2,3.533333333333333,58.53333333333333,46.46666666666667,0.1176470588235294,0.4545454545454545,0.6742857142857143,0.3595238095238094,3,0,2.2,1.0666666666666669,1.1333333333333335,2.0,0.5,1.4385185185185183,0.96,2.398518518518518,14,14,0,0,0,8,15,7,4,2,1,-2,1508.0948674258473,1485.026845516905,23.068021908942228,0.624093624668714,2993.1217129427523
6913,2016-09-10 16:00:00,England,Premier League,2016/2017,Bournemouth,West Brom,Kevin Friend,1,0,H,63,37,68,32,58,42,12,12,7,3,5,9,5,2,2,0,3,2,5,6,3,3,2,3,2.19,3.2,4.12,1.05,8.4,1.4,2.96,2.48,1.65,4.4,1.21,8.5,1.05,2.0,1.81,1,0,0,1,1.0,0.6,1.0,0.5,1.037830347055059,0.5783301403699781,1.6666666666666667,0.8,1.1666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6,0.8,11.666666666666666,12.533333333333331,4.066666666666666,2.7333333333333334,56.73333333333333,34.86666666666667,0.4166666666666667,0.1666666666666666,0.2555555555555555,0.1833333333333333,3,0,1.2,1.1333333333333333,0.0666666666666666,2.5,0.5,0.8637037037037038,0.6607407407407407,1.5244444444444445,14,13,1,0,0,19,10,-9,1,4,-3,0,1482.22601308247,1511.8493246116866,-29.623311529216608,0.5507359286253227,2994.0753376941566
6916,2016-09-10 16:00:00,England,Premier League,2016/2017,Stoke,Tottenham,Anthony Taylor,0,4,A,40,60,40,60,40,60,15,20,6,6,9,14,2,8,1,2,1,6,6,4,1,1,5,3,4.24,3.7,1.98,1.01,12.0,1.27,3.82,1.99,1.97,3.26,1.34,6.1,1.1,1.75,1.98,4,1,4,0,0.8,2.333333333333333,0.6666666666666666,2.5,0.8026063096052611,2.3547810730494807,3.0,1.5333333333333334,3.5,1.1666666666666667,0.8,3.0,2.333333333333333,1.5333333333333334,10.8,17.2,2.8,5.8,44.66666666666666,58.266666666666666,0.1333333333333333,0.4,0.2333333333333333,0.3711111111111111,0,3,0.7333333333333333,1.6,-0.8666666666666668,4.0,1.0,0.6933333333333334,1.5466666666666666,2.24,14,14,0,0,0,20,6,-14,1,5,-4,1,1472.0196302259951,1500.2793895647917,-28.259759338796584,0.5526772498992514,2972.2990197907866
6917,2016-09-10 16:00:00,England,Premier League,2016/2017,West Ham,Watford,Martin Atkinson,2,4,A,58,42,52,48,64,36,19,13,11,6,8,7,4,8,3,3,1,5,11,3,6,2,5,1,1.91,3.7,4.58,1.01,12.0,1.26,3.84,1.99,1.97,3.26,1.34,6.1,1.1,1.75,2.08,6,1,4,2,1.8666666666666667,2.066666666666667,1.8333333333333333,2.6666666666666665,1.899085847883875,2.001047236551351,2.333333333333333,2.2,2.333333333333333,2.0,1.8666666666666667,2.333333333333333,2.066666666666667,2.2,18.666666666666668,10.2,4.266666666666667,5.0,50.06666666666667,40.266666666666666,0.2105263157894736,0.6153846153846154,0.4676190476190476,0.5071428571428572,0,3,1.6,1.2666666666666666,0.3333333333333335,3.0,0.5,1.3214814814814817,1.248888888888889,2.5703703703703704,12,14,-2,0,0,14,18,4,3,1,-2,-3,1481.1164169097672,1472.4080639225347,8.708352987232502,0.6045115963124461,2953.524480832302
6911,2016-09-10 18:30:00,England,Premier League,2016/2017,Liverpool,Leicester,Craig Pawson,4,1,H,63,37,63,37,63,37,17,12,10,5,7,7,11,3,7,1,4,2,2,4,1,2,1,2,1.69,4.2,5.55,1.02,14.0,1.19,4.7,1.76,2.26,2.72,1.46,4.9,1.15,1.67,2.2,5,1,1,4,2.533333333333333,1.0666666666666669,2.6666666666666665,1.0,2.634896720551105,1.1015640094122996,0.8666666666666667,2.2,0.8333333333333334,2.833333333333333,2.533333333333333,0.8666666666666667,1.0666666666666669,2.2,20.866666666666667,15.4,8.2,4.2,62.266666666666666,42.53333333333333,0.6470588235294118,0.25,0.3217249417249417,0.2679365079365079,3,0,2.2,0.5333333333333333,1.666666666666667,1.5,0.0,1.8548148148148147,0.977777777777778,2.8325925925925928,14,14,0,0,0,13,9,-4,4,4,-1,0,1513.4192596585815,1506.0347264964341,7.384533162147363,0.602688259547644,3019.4539861550156
6910,2016-09-11 17:00:00,England,Premier League,2016/2017,Swansea,Chelsea,Andre Marriner,2,2,D,45,55,49,51,41,59,6,28,2,14,4,14,2,7,0,4,2,3,2,12,1,7,1,5,6.8,4.32,1.58,1.03,13.0,1.2,4.6,1.78,2.23,2.77,1.45,5.1,1.14,1.77,2.05,4,1,2,2,1.3333333333333333,1.9333333333333331,1.1666666666666667,1.8333333333333333,1.2909262420199663,1.923551350043342,1.5333333333333334,1.6,1.8333333333333333,1.5,1.3333333333333333,1.5333333333333334,1.9333333333333331,1.6,12.133333333333333,17.666666666666668,3.2666666666666666,6.133333333333334,49.2,56.73333333333333,0.3333333333333333,0.25,0.5888888888888888,0.3571428571428571,1,1,1.1333333333333333,1.5333333333333334,-0.4000000000000001,2.5,0.5,0.9318518518518518,1.445925925925926,2.3777777777777778,15,15,0,0,0,16,2,-14,3,9,-2,5,1491.7887523874292,1519.8242651560681,-28.03551276863891,0.5529963628940446,3011.6130175434973
6908,2016-09-16 21:00:00,England,Premier League,2016/2017,Chelsea,Liverpool,Martin Atkinson,1,2,A,53,47,47,53,59,41,12,13,7,8,5,5,4,5,2,4,2,1,3,2,2,2,1,0,2.25,3.5,3.54,1.04,13.0,1.19,4.7,1.73,2.29,2.63,1.49,4.7,1.16,1.49,2.63,3,1,2,1,1.8,1.5333333333333334,1.8333333333333333,1.3333333333333333,1.7167476660715455,1.5937361337606617,1.1333333333333333,1.4666666666666666,1.1666666666666667,1.1666666666666667,1.8,1.1333333333333333,1.5333333333333334,1.4666666666666666,16.2,15.6,6.066666666666666,4.6,56.73333333333333,56.266666666666666,0.3333333333333333,0.3846153846153846,0.29,0.3206349206349206,0,3,1.6,1.7333333333333334,-0.1333333333333333,3.0,0.5,1.3644444444444446,1.1644444444444444,2.528888888888889,5,6,-1,0,0,3,8,5,10,7,5,2,1520.884192413949,1527.325170574414,-6.440978160464965,0.583484163435892,3048.209362988363
6907,2016-09-17 16:00:00,England,Premier League,2016/2017,West Brom,West Ham,Mark Clattenburg,4,2,H,29,71,28,72,30,70,8,23,5,10,3,13,6,5,4,1,2,4,2,9,1,5,1,4,2.85,3.28,2.81,1.03,9.7,1.34,3.26,2.24,1.76,3.86,1.26,7.3,1.06,1.8,2.0,6,1,2,4,1.6666666666666667,1.4666666666666666,2.1666666666666665,1.5,1.6643261227143162,1.5872776329910694,1.4,2.8,1.3333333333333333,3.333333333333333,1.6666666666666667,1.4,1.4666666666666666,2.8,10.933333333333334,14.466666666666669,3.6666666666666665,3.8666666666666663,34.53333333333333,51.06666666666667,0.75,0.217391304347826,0.4055555555555555,0.4055555555555555,3,0,1.4,0.2,1.2,2.5,0.5,1.0429629629629629,1.068148148148148,2.1111111111111107,7,7,0,0,0,11,17,6,4,3,-1,-4,1502.864043184193,1462.9810690203938,39.88297416379919,0.6465149049001414,2965.8451122045867
