"id","matchDate","Country","League","Season","homeTeam","awayTeam","HBPFT","ABPFT","HBP1H","ABP1H","HBP2H","ABP2H","HTSFT","ATSFT","HTS1H","ATS1H","HTS2H","ATS2H","HSONFT","ASONFT","HSON1H","ASON1H","HSON2H","ASON2H","HSOFFFT","ASOFFFT","HSOFF1H","ASOFF1H","HSOFF2H","ASOFF2H"
"7261","26-09-15 18:30","England","Premier League","2015/2016","Newcastle","Chelsea","38","62","46","54","30","70","11","16","10","7","1","9","5","4","4","1","1","3","3","8","3","5","0","3"
"7262","26-09-15 16:00","England","Premier League","2015/2016","Leicester","Arsenal","49","51","48","52","50","50","16","26","7","8","9","18","7","12","2","4","5","8","6","1","3","0","3","1"
"7263","26-09-15 16:00","England","Premier League","2015/2016","Liverpool","Aston Villa","63","37","70","30","56","44","21","10","7","4","14","6","12","4","4","1","8","3","2","5","2","2","0","3"
"7264","26-09-15 16:00","England","Premier League","2015/2016","Manchester Utd","Sunderland","63","37","60","40","66","34","12","9","6","3","6","6","7","4","3","2","4","2","1","1","0","0","1","1"
"7265","26-09-15 16:00","England","Premier League","2015/2016","Southampton","Swansea","44","56","46","54","42","58","18","11","8","5","10","6","7","4","2","2","5","2","8","4","6","2","2","2"
"7266","26-09-15 16:00","England","Premier League","2015/2016","Stoke","Bournemouth","44","56","44","56","44","56","8","11","3","4","5","7","5","6","3","2","2","4","2","1","0","0","2","1"
"7267","26-09-15 16:00","England","Premier League","2015/2016","West Ham","Norwich","48","52","43","57","53","47","19","16","9","6","10","10","7","7","3","2","4","5","8","5","4","3","4","2"
"7268","26-09-15 13:45","England","Premier League","2015/2016","Tottenham","Manchester City","47","53","59","41","35","65","15","22","8","11","7","11","8","8","4","4","4","4","3","6","2","3","1","3"
"7269","20-09-15 17:00","England","Premier League","2015/2016","Liverpool","Norwich","60","40","58","42","62","38","23","7","7","2","16","5","7","2","2","0","5","2","7","4","2","2","5","2"
"7270","20-09-15 17:00","England","Premier League","2015/2016","Southampton","Manchester Utd","41","59","42","58","40","60","15","10","8","4","7","6","8","3","3","1","5","2","6","5","4","2","2","3"
"7271","20-09-15 14:30","England","Premier League","2015/2016","Tottenham","Crystal Palace","55","45","61","39","49","51","22","12","11","7","11","5","6","4","3","3","3","1","6","4","4","2","2","2"
"7272","19-09-15 18:30","England","Premier League","2015/2016","Manchester City","West Ham","72","28","67","33","77","23","27","6","10","3","17","3","8","3","4","2","4","1","9","3","4","1","5","2"
"7273","19-09-15 16:00","England","Premier League","2015/2016","Aston Villa","West Brom","60","40","52","48","68","32","12","11","5","6","7","5","3","6","0","3","3","3","5","2","2","1","3","1"
"7274","19-09-15 16:00","England","Premier League","2015/2016","Bournemouth","Sunderland","53","47","52","48","54","46","15","9","6","4","9","5","5","2","3","2","2","0","4","3","1","0","3","3"
"7275","19-09-15 16:00","England","Premier League","2015/2016","Newcastle","Watford","58","42","54","46","62","38","15","13","7","9","8","4","5","4","2","4","3","0","7","6","4","4","3","2"
"7276","19-09-15 16:00","England","Premier League","2015/2016","Stoke","Leicester","55","45","57","43","53","47","11","12","6","6","5","6","4","5","2","2","2","3","5","6","2","3","3","3"
"7277","19-09-15 16:00","England","Premier League","2015/2016","Swansea","Everton","48","52","46","54","50","50","12","17","5","7","7","10","3","2","1","1","2","1","6","7","2","2","4","5"
"7278","19-09-15 13:45","England","Premier League","2015/2016","Chelsea","Arsenal","64","36","54","46","74","26","22","9","8","4","14","5","7","2","4","1","3","1","5","4","2","2","3","2"
"7279","14-09-15 21:00","England","Premier League","2015/2016","West Ham","Newcastle","41","59","40","60","42","58","17","14","6","6","11","8","3","4","1","1","2","3","8","5","5","2","3","3"
"7280","13-09-15 17:00","England","Premier League","2015/2016","Leicester","Aston Villa","49","51","38","62","60","40","21","11","6","8","15","3","6","4","1","3","5","1","9","3","3","2","6","1"
"7281","13-09-15 14:30","England","Premier League","2015/2016","Sunderland","Tottenham","44","56","46","54","42","58","12","14","8","5","4","9","2","4","2","0","0","4","5","5","2","2","3","3"
"7282","12-09-15 18:30","England","Premier League","2015/2016","Manchester Utd","Liverpool","53","47","62","38","44","56","9","8","2","1","7","7","3","4","0","0","3","4","3","4","2","1","1","3"
"7283","12-09-15 16:00","England","Premier League","2015/2016","Arsenal","Stoke","66","34","69","31","63","37","29","9","13","3","16","6","12","4","6","2","6","2","9","2","5","0","4","2"
"7284","12-09-15 16:00","England","Premier League","2015/2016","Crystal Palace","Manchester City","42","58","46","54","38","62","10","21","7","7","3","14","2","7","1","4","1","3","6","10","4","1","2","9"
"7285","12-09-15 16:00","England","Premier League","2015/2016","Norwich","Bournemouth","49","51","50","50","48","52","12","7","4","2","8","5","4","2","1","1","3","1","8","3","3","1","5","2"
"7286","12-09-15 16:00","England","Premier League","2015/2016","Watford","Swansea","38","62","48","52","28","72","17","8","7","3","10","5","6","3","1","2","5","1","7","4","3","0","4","4"
"7287","12-09-15 16:00","England","Premier League","2015/2016","West Brom","Southampton","34","66","46","54","22","78","8","14","3","4","5","10","1","4","1","1","0","3","4","5","1","1","3","4"
"7288","12-09-15 13:45","England","Premier League","2015/2016","Everton","Chelsea","38","62","43","57","33","67","14","15","6","11","8","4","9","2","4","1","5","1","5","6","2","5","3","1"
"7289","30-08-15 17:00","England","Premier League","2015/2016","Swansea","Manchester Utd","35","65","38","62","32","68","9","11","5","7","4","4","4","4","1","2","3","2","4","6","3","4","1","2"
"7290","30-08-15 14:30","England","Premier League","2015/2016","Southampton","Norwich","62","38","66","34","58","42","23","6","10","2","13","4","8","1","3","0","5","1","13","3","6","1","7","2"
"7291","29-08-15 18:30","England","Premier League","2015/2016","Tottenham","Everton","50","50","49","51","51","49","20","8","10","3","10","5","6","3","4","2","2","1","8","4","3","1","5","3"
"7292","29-08-15 16:00","England","Premier League","2015/2016","Aston Villa","Sunderland","63","37","65","35","61","39","21","7","10","1","11","6","6","3","3","1","3","2","11","3","5","0","6","3"
"7293","29-08-15 16:00","England","Premier League","2015/2016","Bournemouth","Leicester","56","44","58","42","54","46","5","4","4","1","1","3","2","2","2","0","0","2","0","2","0","1","0","1"
"7294","29-08-15 16:00","England","Premier League","2015/2016","Chelsea","Crystal Palace","64","36","64","36","64","36","26","13","12","5","14","8","8","6","4","2","4","4","9","5","6","2","3","3"
"7295","29-08-15 16:00","England","Premier League","2015/2016","Liverpool","West Ham","63","37","64","36","62","38","13","12","4","6","9","6","1","5","0","2","1","3","7","4","3","3","4","1"
"7296","29-08-15 16:00","England","Premier League","2015/2016","Manchester City","Watford","59","41","67","33","51","49","18","7","8","2","10","5","5","0","2","0","3","0","8","2","3","0","5","2"
"7297","29-08-15 16:00","England","Premier League","2015/2016","Stoke","West Brom","49","51","59","41","39","61","12","15","6","7","6","8","4","5","3","4","1","1","5","6","2","2","3","4"
"7298","29-08-15 13:45","England","Premier League","2015/2016","Newcastle","Arsenal","26","74","30","70","22","78","1","22","1","10","0","12","0","9","0","2","0","7","1","5","1","3","0","2"
"7299","24-08-15 21:00","England","Premier League","2015/2016","Arsenal","Liverpool","66","34","57","43","75","25","19","15","3","11","16","4","5","8","1","5","4","3","9","4","1","3","8","1"
"7300","23-08-15 17:00","England","Premier League","2015/2016","Everton","Manchester City","45","55","49","51","41","59","10","16","5","9","5","7","1","9","1","5","0","4","5","3","4","1","1","2"
"7301","23-08-15 17:00","England","Premier League","2015/2016","Watford","Southampton","52","48","53","47","51","49","13","14","3","3","10","11","0","5","0","2","0","3","6","9","1","1","5","8"
"7302","23-08-15 14:30","England","Premier League","2015/2016","West Brom","Chelsea","44","56","40","60","48","52","15","15","3","9","12","6","6","5","2","4","4","1","6","7","1","3","5","4"
"7303","22-08-15 16:00","England","Premier League","2015/2016","Crystal Palace","Aston Villa","51","49","47","53","55","45","16","11","5","7","11","4","6","2","1","2","5","0","7","6","3","3","4","3"
"7304","22-08-15 16:00","England","Premier League","2015/2016","Leicester","Tottenham","42","58","39","61","45","55","13","19","6","6","7","13","2","6","0","1","2","5","5","9","2","3","3","6"
"7305","22-08-15 16:00","England","Premier League","2015/2016","Norwich","Stoke","46","54","43","57","49","51","21","6","9","2","12","4","7","1","3","1","4","0","8","4","4","1","4","3"
"7306","22-08-15 16:00","England","Premier League","2015/2016","Sunderland","Swansea","43","57","39","61","47","53","10","20","2","7","8","13","2","9","1","2","1","7","5","6","1","2","4","4"
"7307","22-08-15 16:00","England","Premier League","2015/2016","West Ham","Bournemouth","47","53","46","54","48","52","9","15","1","9","8","6","4","7","0","3","4","4","2","6","1","4","1","2"
"7308","22-08-15 13:45","England","Premier League","2015/2016","Manchester Utd","Newcastle","66","34","57","43","75","25","20","7","9","6","11","1","8","0","6","0","2","0","3","4","0","3","3","1"
"7309","17-08-15 21:00","England","Premier League","2015/2016","Liverpool","Bournemouth","56","44","58","42","54","46","18","13","7","1","11","12","2","2","1","0","1","2","11","6","5","1","6","5"
"7310","16-08-15 17:00","England","Premier League","2015/2016","Manchester City","Chelsea","49","51","53","47","45","55","18","10","9","4","9","6","8","3","4","0","4","3","6","4","4","2","2","2"
"7311","16-08-15 14:30","England","Premier League","2015/2016","Crystal Palace","Arsenal","41","59","38","62","44","56","11","19","4","14","7","5","4","6","2","5","2","1","4","6","0","4","4","2"
"7312","15-08-15 16:00","England","Premier League","2015/2016","Sunderland","Norwich","48","52","48","52","48","52","6","19","3","11","3","8","2","6","0","5","2","1","3","4","2","3","1","1"
"7313","15-08-15 16:00","England","Premier League","2015/2016","Swansea","Newcastle","65","35","57","43","73","27","19","4","9","4","10","0","6","2","3","2","3","0","6","2","3","2","3","0"
"7314","15-08-15 16:00","England","Premier League","2015/2016","Tottenham","Stoke","53","47","58","42","48","52","13","16","6","6","7","10","7","7","5","2","2","5","2","7","0","2","2","5"
"7315","15-08-15 16:00","England","Premier League","2015/2016","Watford","West Brom","59","41","63","37","55","45","16","6","8","3","8","3","5","0","3","0","2","0","8","5","4","2","4","3"
"7316","15-08-15 16:00","England","Premier League","2015/2016","West Ham","Leicester","65","35","61","39","69","31","10","11","4","7","6","4","3","6","0","6","3","0","3","3","3","0","0","3"
"7317","15-08-15 13:45","England","Premier League","2015/2016","Southampton","Everton","55","45","50","50","60","40","17","10","7","6","10","4","4","4","2","3","2","1","9","2","4","1","5","1"
"7318","14-08-15 20:45","England","Premier League","2015/2016","Aston Villa","Manchester Utd","45","55","47","53","43","57","5","9","1","5","4","4","1","2","0","1","1","1","3","4","1","2","2","2"
"7319","10-08-15 21:00","England","Premier League","2015/2016","West Brom","Manchester City","31","69","29","71","33","67","9","19","1","11","8","8","2","7","0","3","2","4","6","2","1","1","5","1"
"7320","09-08-15 17:00","England","Premier League","2015/2016","Stoke","Liverpool","47","53","52","48","42","58","7","8","5","3","2","5","1","3","1","0","0","3","4","1","3","0","1","1"
"7321","09-08-15 14:30","England","Premier League","2015/2016","Arsenal","West Ham","62","38","57","43","67","33","22","8","10","5","12","3","6","4","1","1","5","3","7","2","4","2","3","0"
"7322","09-08-15 14:30","England","Premier League","2015/2016","Newcastle","Southampton","55","45","59","41","51","49","8","15","4","6","4","9","3","5","2","2","1","3","3","7","0","3","3","4"
"7323","08-08-15 18:30","England","Premier League","2015/2016","Chelsea","Swansea","52","48","57","43","47","53","11","18","6","7","5","11","3","10","2","5","1","5","4","3","2","1","2","2"
"7324","08-08-15 16:00","England","Premier League","2015/2016","Bournemouth","Aston Villa","59","41","58","42","60","40","11","7","8","2","3","5","2","3","2","0","0","3","7","2","5","1","2","1"
"7325","08-08-15 16:00","England","Premier League","2015/2016","Everton","Watford","67","33","66","34","68","32","10","11","4","5","6","6","5","5","2","2","3","3","3","3","1","1","2","2"
"7326","08-08-15 16:00","England","Premier League","2015/2016","Leicester","Sunderland","44","56","46","54","42","58","19","10","9","4","10","6","8","5","5","2","3","3","7","3","2","1","5","2"
"7327","08-08-15 16:00","England","Premier League","2015/2016","Norwich","Crystal Palace","63","37","64","36","62","38","17","11","8","6","9","5","6","7","1","3","5","4","9","2","6","1","3","1"
"7328","08-08-15 13:45","England","Premier League","2015/2016","Manchester Utd","Tottenham","50","50","51","49","49","51","9","9","6","6","3","3","1","4","1","2","0","2","4","2","1","2","3","0"
