"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"6994","19-04-16 20:45","England","Premier League","2015/2016","Newcastle","Manchester City","6.50","4.60","1.56","1.03","15.00","1.17","5.10","1.66","2.45","2.50","1.53","4.40","1.18","1.70","2.14"
"6995","18-04-16 21:00","England","Premier League","2015/2016","Stoke","Tottenham","4.75","4.06","1.80","1.03","9.80","1.25","3.95","1.93","2.03","3.15","1.36","5.70","1.11","1.69","2.17"
"6996","17-04-16 17:00","England","Premier League","2015/2016","Arsenal","Crystal Palace","1.35","6.10","9.30","1.03","15.00","1.16","5.30","1.57","2.68","2.43","1.56","4.25","1.19","1.95","1.85"
"6997","17-04-16 14:30","England","Premier League","2015/2016","Bournemouth","Liverpool","2.75","3.52","2.75","1.05","11.00","1.22","4.30","1.83","2.16","2.88","1.42","5.20","1.13","1.63","2.28"
"6998","17-04-16 14:30","England","Premier League","2015/2016","Leicester","West Ham","2.00","3.60","4.25","1.03","9.50","1.27","3.76","2.01","1.95","3.30","1.33","6.20","1.10","1.71","2.14"
"6999","16-04-16 18:30","England","Premier League","2015/2016","Chelsea","Manchester City","2.64","3.75","2.73","1.04","13.00","1.19","4.70","1.73","2.31","2.62","1.49","4.70","1.16","1.46","2.72"
"7000","16-04-16 16:00","England","Premier League","2015/2016","Everton","Southampton","3.00","3.48","2.57","1.03","9.10","1.28","3.64","2.05","1.92","3.38","1.32","6.30","1.09","1.71","2.14"
"7001","16-04-16 16:00","England","Premier League","2015/2016","Manchester Utd","Aston Villa","1.26","6.80","14.50","1.05","12.00","1.21","4.40","1.80","2.20","2.91","1.41","5.30","1.13","2.22","1.66"
"7002","16-04-16 16:00","England","Premier League","2015/2016","Newcastle","Swansea","2.50","3.48","3.09","1.03","9.10","1.28","3.64","2.05","1.92","3.38","1.32","6.30","1.09","1.71","2.14"
"7003","16-04-16 16:00","England","Premier League","2015/2016","West Brom","Watford","2.42","3.24","3.50","1.07","7.10","1.44","2.79","2.57","1.61","4.70","1.19","9.10","1.04","2.01","1.80"
"7004","16-04-16 13:45","England","Premier League","2015/2016","Norwich","Sunderland","2.42","3.38","3.35","1.04","8.40","1.33","3.32","2.20","1.80","3.76","1.27","7.10","1.07","1.80","2.01"
"7005","13-04-16 21:00","England","Premier League","2015/2016","Crystal Palace","Everton","2.74","3.40","2.83","1.03","9.10","1.29","3.60","2.07","1.90","3.45","1.31","6.30","1.09","1.71","2.14"
"7006","10-04-16 17:00","England","Premier League","2015/2016","Liverpool","Stoke","1.71","4.15","5.40","1.03","9.50","1.27","3.76","1.98","1.98","3.26","1.34","6.00","1.10","1.87","1.93"
"7007","10-04-16 17:00","England","Premier League","2015/2016","Tottenham","Manchester Utd","2.03","3.75","3.95","1.04","8.80","1.32","3.38","2.14","1.84","3.64","1.28","6.90","1.08","1.86","1.94"
"7008","10-04-16 14:30","England","Premier League","2015/2016","Sunderland","Leicester","3.30","3.44","2.40","1.06","7.60","1.35","3.20","2.26","1.76","3.95","1.25","7.60","1.06","1.87","1.93"
"7009","09-04-16 18:30","England","Premier League","2015/2016","Manchester City","West Brom","1.37","5.50","9.90","1.05","12.00","1.21","4.40","1.81","2.19","2.91","1.41","5.30","1.13","2.02","1.79"
"7010","09-04-16 16:00","England","Premier League","2015/2016","Aston Villa","Bournemouth","3.80","3.55","2.15","1.04","8.40","1.33","3.32","2.19","1.81","3.76","1.27","7.10","1.07","1.83","1.97"
"7011","09-04-16 16:00","England","Premier League","2015/2016","Crystal Palace","Norwich","1.94","3.60","4.60","1.04","8.40","1.33","3.32","2.21","1.80","3.76","1.27","7.10","1.07","1.89","1.91"
"7012","09-04-16 16:00","England","Premier League","2015/2016","Southampton","Newcastle","1.64","4.26","6.00","1.03","12.00","1.24","4.05","1.88","2.09","3.04","1.38","5.50","1.12","1.83","1.98"
"7013","09-04-16 16:00","England","Premier League","2015/2016","Swansea","Chelsea","3.15","3.40","2.50","1.04","8.40","1.33","3.32","2.20","1.80","3.76","1.27","7.10","1.07","1.79","2.02"
"7014","09-04-16 16:00","England","Premier League","2015/2016","Watford","Everton","3.60","3.48","2.25","1.03","9.50","1.27","3.76","2.00","1.96","3.26","1.34","6.00","1.10","1.68","2.19"
"7015","09-04-16 13:45","England","Premier League","2015/2016","West Ham","Arsenal","4.01","4.00","1.98","1.04","13.00","1.19","4.70","1.74","2.30","2.65","1.48","4.70","1.16","1.56","2.43"
"7016","03-04-16 17:00","England","Premier League","2015/2016","Manchester Utd","Everton","1.99","3.74","4.20","1.03","9.80","1.26","3.86","1.98","1.98","3.26","1.34","6.00","1.10","1.75","2.08"
"7017","03-04-16 14:30","England","Premier League","2015/2016","Leicester","Southampton","2.39","3.22","3.55","1.05","7.80","1.37","3.10","2.35","1.71","4.20","1.23","7.80","1.05","1.95","1.84"
"7018","02-04-16 18:30","England","Premier League","2015/2016","Liverpool","Tottenham","2.17","3.70","3.60","1.05","11.00","1.22","4.25","1.84","2.14","2.91","1.41","5.30","1.13","1.61","2.32"
"7019","02-04-16 16:00","England","Premier League","2015/2016","Arsenal","Watford","1.36","5.80","9.50","1.04","13.00","1.16","5.30","1.65","2.47","2.50","1.53","4.40","1.18","1.92","1.88"
"7020","02-04-16 16:00","England","Premier League","2015/2016","Bournemouth","Manchester City","4.10","3.80","1.99","1.02","13.00","1.22","4.25","1.85","2.13","2.91","1.41","5.40","1.12","1.65","2.24"
"7021","02-04-16 16:00","England","Premier League","2015/2016","Norwich","Newcastle","2.37","3.46","3.35","1.04","8.40","1.34","3.26","2.23","1.78","3.86","1.26","7.30","1.07","1.84","1.96"
"7022","02-04-16 16:00","England","Premier League","2015/2016","Stoke","Swansea","2.15","3.44","4.00","1.05","7.80","1.39","3.00","2.39","1.69","4.25","1.22","8.10","1.05","1.97","1.83"
"7023","02-04-16 16:00","England","Premier League","2015/2016","Sunderland","West Brom","2.02","3.48","4.40","1.06","7.60","1.40","2.95","2.45","1.66","4.40","1.21","8.50","1.04","2.00","1.77"
"7024","02-04-16 16:00","England","Premier League","2015/2016","West Ham","Crystal Palace","1.89","3.75","4.65","1.03","9.50","1.27","3.76","2.01","1.95","3.30","1.33","6.20","1.10","1.77","2.05"
"7025","02-04-16 13:45","England","Premier League","2015/2016","Aston Villa","Chelsea","5.20","3.71","1.82","1.04","8.80","1.31","3.45","2.16","1.83","3.68","1.28","7.10","1.07","1.92","1.88"
"7026","20-03-16 17:00","England","Premier League","2015/2016","Manchester City","Manchester Utd","2.04","3.70","4.00","1.03","9.50","1.27","3.76","2.00","1.96","3.30","1.33","6.20","1.10","1.74","2.09"
"7027","20-03-16 17:00","England","Premier League","2015/2016","Tottenham","Bournemouth","1.55","4.39","7.30","1.03","12.50","1.21","4.40","1.82","2.17","2.88","1.42","5.30","1.13","1.83","1.97"
"7028","20-03-16 14:30","England","Premier League","2015/2016","Newcastle","Sunderland","2.24","3.35","3.75","1.04","8.40","1.34","3.26","2.25","1.77","3.86","1.26","7.30","1.07","1.82","1.99"
"7029","20-03-16 14:30","England","Premier League","2015/2016","Southampton","Liverpool","2.97","3.29","2.72","1.05","8.10","1.36","3.12","2.31","1.73","4.05","1.24","7.60","1.06","1.85","1.95"
"7030","19-03-16 18:30","England","Premier League","2015/2016","Swansea","Aston Villa","1.69","4.10","5.70","1.04","8.40","1.33","3.30","2.19","1.81","3.76","1.27","7.10","1.07","2.05","1.76"
"7031","19-03-16 16:00","England","Premier League","2015/2016","Chelsea","West Ham","1.84","3.88","4.80","1.05","11.00","1.24","4.05","1.90","2.07","3.04","1.38","5.70","1.11","1.71","2.14"
"7032","19-03-16 16:00","England","Premier League","2015/2016","Crystal Palace","Leicester","2.99","3.38","2.64","1.04","8.80","1.31","3.45","2.12","1.86","3.52","1.30","6.70","1.08","1.76","2.06"
"7033","19-03-16 16:00","England","Premier League","2015/2016","Watford","Stoke","2.26","3.35","3.70","1.07","7.30","1.42","2.88","2.50","1.64","4.55","1.20","8.80","1.04","2.00","1.80"
"7034","19-03-16 16:00","England","Premier League","2015/2016","West Brom","Norwich","2.47","3.25","3.35","1.06","7.60","1.40","2.95","2.45","1.66","4.40","1.21","8.50","1.04","1.94","1.86"
"7035","19-03-16 13:45","England","Premier League","2015/2016","Everton","Arsenal","2.76","3.50","2.75","1.05","12.00","1.19","4.70","1.74","2.30","2.65","1.48","4.70","1.16","1.52","2.53"
"7036","14-03-16 21:00","England","Premier League","2015/2016","Leicester","Newcastle","1.55","4.75","6.40","1.05","12.00","1.22","4.30","1.82","2.17","2.91","1.41","5.30","1.13","1.82","1.99"
"7037","13-03-16 17:00","England","Premier League","2015/2016","Aston Villa","Tottenham","7.10","4.54","1.54","1.03","11.00","1.24","4.05","1.89","2.06","3.10","1.37","5.70","1.11","1.93","1.87"
"7038","12-03-16 16:00","England","Premier League","2015/2016","Bournemouth","Swansea","2.05","3.58","4.10","1.05","8.10","1.35","3.20","2.25","1.77","3.95","1.25","7.30","1.07","1.91","1.89"
"7039","12-03-16 16:00","England","Premier League","2015/2016","Stoke","Southampton","2.70","3.32","2.94","1.07","7.10","1.44","2.79","2.55","1.62","4.70","1.19","8.80","1.04","2.00","1.79"
"7040","12-03-16 13:45","England","Premier League","2015/2016","Norwich","Manchester City","6.50","4.55","1.57","1.05","12.00","1.20","4.55","1.78","2.23","2.79","1.44","5.10","1.14","1.75","2.08"
"7041","06-03-16 17:00","England","Premier League","2015/2016","West Brom","Manchester Utd","4.50","3.58","1.97","1.05","8.10","1.35","3.20","2.27","1.77","3.95","1.25","7.60","1.06","1.93","1.87"
"7042","06-03-16 14:30","England","Premier League","2015/2016","Crystal Palace","Liverpool","3.95","3.47","2.14","1.04","9.00","1.30","3.52","2.10","1.87","3.52","1.30","6.70","1.08","1.80","1.93"
"7043","05-03-16 18:30","England","Premier League","2015/2016","Watford","Leicester","2.99","3.48","2.58","1.04","9.00","1.30","3.52","2.10","1.87","3.52","1.30","6.70","1.08","1.75","2.08"
"7044","05-03-16 16:00","England","Premier League","2015/2016","Chelsea","Stoke","1.59","4.42","6.50","1.05","11.00","1.25","3.95","1.92","2.05","3.12","1.36","5.70","1.11","1.89","1.91"
"7045","05-03-16 16:00","England","Premier League","2015/2016","Everton","West Ham","1.71","4.30","5.20","1.05","12.00","1.22","4.30","1.82","2.17","2.88","1.42","5.20","1.13","1.74","2.09"
"7046","05-03-16 16:00","England","Premier League","2015/2016","Manchester City","Aston Villa","1.21","8.40","15.00","1.02","19.00","1.12","5.50","1.49","2.62","2.38","1.68","4.05","1.24","2.20","1.63"
"7047","05-03-16 16:00","England","Premier League","2015/2016","Newcastle","Bournemouth","2.66","3.36","2.95","1.05","8.10","1.35","3.20","2.31","1.73","3.95","1.25","7.30","1.07","1.83","1.97"
"7048","05-03-16 16:00","England","Premier League","2015/2016","Southampton","Sunderland","1.58","4.40","6.60","1.04","9.00","1.30","3.52","2.09","1.88","3.60","1.29","6.70","1.08","2.00","1.75"
"7049","05-03-16 16:00","England","Premier League","2015/2016","Swansea","Norwich","2.12","3.42","4.05","1.05","8.10","1.36","3.15","2.30","1.74","4.05","1.24","7.60","1.06","1.91","1.85"
"7050","05-03-16 13:45","England","Premier League","2015/2016","Tottenham","Arsenal","2.43","3.55","3.13","1.05","12.00","1.20","4.55","1.78","2.23","2.72","1.46","4.85","1.15","1.59","2.36"
"7051","02-03-16 21:00","England","Premier League","2015/2016","Liverpool","Manchester City","2.71","3.77","2.65","1.05","11.00","1.23","4.20","1.85","2.13","2.91","1.41","5.30","1.13","1.61","2.32"
"7052","02-03-16 21:00","England","Premier League","2015/2016","Manchester Utd","Watford","1.65","4.25","5.90","1.03","9.10","1.28","3.68","2.05","1.92","3.45","1.31","6.50","1.09","2.00","1.79"
"7053","02-03-16 20:45","England","Premier League","2015/2016","Arsenal","Swansea","1.30","6.10","13.00","1.03","15.00","1.15","5.50","1.62","2.51","2.45","1.55","4.40","1.18","1.94","1.86"
"7054","02-03-16 20:45","England","Premier League","2015/2016","Stoke","Newcastle","2.07","3.58","4.10","1.03","9.10","1.28","3.64","2.06","1.91","3.38","1.32","6.30","1.09","1.76","2.06"
"7055","02-03-16 20:45","England","Premier League","2015/2016","West Ham","Tottenham","3.70","3.55","2.18","1.05","11.00","1.24","4.05","1.91","2.06","3.04","1.38","5.50","1.12","1.65","2.25"
"7056","01-03-16 20:45","England","Premier League","2015/2016","Aston Villa","Everton","5.60","4.30","1.67","1.03","9.50","1.28","3.68","2.01","1.95","3.38","1.32","6.30","1.09","1.94","1.86"
"7057","01-03-16 20:45","England","Premier League","2015/2016","Bournemouth","Southampton","2.94","3.42","2.64","1.07","7.30","1.42","2.88","2.47","1.65","4.55","1.20","8.50","1.04","1.95","1.81"
"7058","01-03-16 20:45","England","Premier League","2015/2016","Leicester","West Brom","1.69","3.95","6.00","1.04","8.80","1.31","3.45","2.13","1.85","3.64","1.28","6.90","1.08","1.97","1.83"
"7059","01-03-16 20:45","England","Premier League","2015/2016","Norwich","Chelsea","5.30","4.10","1.73","1.05","11.00","1.24","4.05","1.91","2.06","3.10","1.37","5.70","1.11","1.79","2.02"
"7060","01-03-16 20:45","England","Premier League","2015/2016","Sunderland","Crystal Palace","2.47","3.36","3.25","1.04","8.40","1.34","3.26","2.25","1.77","3.86","1.26","7.30","1.07","1.83","1.98"
"7061","28-02-16 15:05","England","Premier League","2015/2016","Manchester Utd","Arsenal","3.12","3.55","2.44","1.04","8.80","1.32","3.38","2.14","1.84","3.64","1.28","6.90","1.08","1.79","2.02"
"7062","28-02-16 15:05","England","Premier League","2015/2016","Tottenham","Swansea","1.50","4.42","8.44","1.03","9.10","1.28","3.68","2.06","1.91","3.45","1.31","6.70","1.08","2.15","1.70"
"7063","27-02-16 18:30","England","Premier League","2015/2016","West Brom","Crystal Palace","2.88","3.24","2.83","1.07","7.30","1.41","2.91","2.46","1.64","4.40","1.21","8.50","1.04","1.94","1.86"
"7064","27-02-16 16:00","England","Premier League","2015/2016","Leicester","Norwich","1.58","4.40","6.60","1.05","12.00","1.19","4.70","1.77","2.25","2.75","1.45","5.00","1.14","1.80","1.99"
"7065","27-02-16 16:00","England","Premier League","2015/2016","Southampton","Chelsea","3.25","3.40","2.45","1.05","7.80","1.38","3.04","2.36","1.69","4.20","1.23","8.10","1.05","1.87","1.93"
"7066","27-02-16 16:00","England","Premier League","2015/2016","Stoke","Aston Villa","1.90","3.58","4.90","1.05","7.80","1.37","3.10","2.37","1.70","4.20","1.23","8.10","1.05","2.00","1.78"
"7067","27-02-16 16:00","England","Premier League","2015/2016","Watford","Bournemouth","2.66","3.36","2.96","1.05","8.10","1.35","3.20","2.26","1.76","3.95","1.25","7.30","1.07","1.80","1.97"
"7068","27-02-16 13:45","England","Premier League","2015/2016","West Ham","Sunderland","1.86","3.85","4.70","1.03","9.80","1.25","3.95","1.95","2.01","3.15","1.36","6.00","1.10","1.80","2.01"
"7069","14-02-16 17:15","England","Premier League","2015/2016","Manchester City","Tottenham","2.16","3.45","3.85","1.06","10.00","1.24","4.05","1.92","2.02","3.10","1.37","5.70","1.11","1.55","2.45"
"7070","14-02-16 15:05","England","Premier League","2015/2016","Aston Villa","Liverpool","5.80","3.85","1.73","1.04","8.80","1.31","3.45","2.12","1.80","3.60","1.28","6.90","1.08","1.93","1.87"
"7071","14-02-16 13:00","England","Premier League","2015/2016","Arsenal","Leicester","1.73","4.40","4.80","1.04","13.00","1.18","4.85","1.68","2.38","2.56","1.51","4.55","1.17","1.67","2.20"
"7072","13-02-16 18:30","England","Premier League","2015/2016","Chelsea","Newcastle","1.40","5.30","9.10","1.03","15.00","1.16","5.30","1.64","2.46","2.50","1.53","4.40","1.18","1.81","2.00"
"7073","13-02-16 16:00","England","Premier League","2015/2016","Bournemouth","Stoke","1.98","3.70","4.20","1.04","8.80","1.32","3.35","2.16","1.81","3.75","1.27","7.10","1.07","1.91","1.84"
"7074","13-02-16 16:00","England","Premier League","2015/2016","Crystal Palace","Watford","2.16","3.35","4.00","1.05","8.10","1.36","3.15","2.30","1.72","4.05","1.24","7.80","1.05","1.95","1.83"
"7075","13-02-16 16:00","England","Premier League","2015/2016","Everton","West Brom","1.51","4.50","7.80","1.02","10.00","1.25","3.95","1.93","2.01","3.20","1.35","6.00","1.10","1.96","1.84"
"7076","13-02-16 16:00","England","Premier League","2015/2016","Norwich","West Ham","2.60","3.35","3.04","1.04","8.40","1.33","3.30","2.18","1.80","3.75","1.27","7.10","1.07","1.80","2.00"
"7077","13-02-16 16:00","England","Premier League","2015/2016","Swansea","Southampton","3.30","3.25","2.51","1.07","7.30","1.41","2.91","2.46","1.64","4.40","1.21","8.50","1.04","1.94","1.86"
"7078","13-02-16 13:45","England","Premier League","2015/2016","Sunderland","Manchester Utd","5.30","3.70","1.81","1.04","8.40","1.31","3.45","2.15","1.82","3.65","1.28","7.10","1.07","1.90","1.90"
"7079","07-02-16 17:00","England","Premier League","2015/2016","Chelsea","Manchester Utd","2.19","3.45","3.75","1.08","7.00","1.36","3.15","2.29","1.70","3.20","1.35","7.60","1.06","1.84","1.96"
"7080","07-02-16 14:30","England","Premier League","2015/2016","Bournemouth","Arsenal","4.50","3.80","1.90","1.06","10.00","1.24","4.05","1.92","2.02","3.10","1.37","5.70","1.11","1.74","2.09"
"7081","06-02-16 18:30","England","Premier League","2015/2016","Southampton","West Ham","1.80","3.95","4.90","1.04","9.00","1.30","3.50","2.07","1.88","3.50","1.30","6.50","1.09","1.91","1.89"
"7082","06-02-16 16:00","England","Premier League","2015/2016","Aston Villa","Norwich","2.50","3.25","3.30","1.06","7.60","1.39","3.00","2.40","1.67","4.25","1.22","8.10","1.05","1.95","1.85"
"7083","06-02-16 16:00","England","Premier League","2015/2016","Liverpool","Sunderland","1.48","4.80","7.80","1.05","11.00","1.21","4.40","1.79","2.19","2.83","1.43","5.20","1.13","1.87","1.93"
"7084","06-02-16 16:00","England","Premier League","2015/2016","Newcastle","West Brom","2.27","3.35","3.70","1.05","7.80","1.37","3.10","2.34","1.70","4.20","1.23","7.80","1.05","1.95","1.77"
"7085","06-02-16 16:00","England","Premier League","2015/2016","Stoke","Everton","2.97","3.35","2.65","1.03","9.10","1.29","3.60","2.07","1.88","3.45","1.31","6.50","1.09","1.71","2.14"
"7086","06-02-16 16:00","England","Premier League","2015/2016","Swansea","Crystal Palace","2.31","3.25","3.70","1.07","7.10","1.44","2.77","2.59","1.59","4.70","1.19","9.10","1.03","2.00","1.78"
"7087","06-02-16 16:00","England","Premier League","2015/2016","Tottenham","Watford","1.50","4.55","7.90","1.05","14.00","1.25","3.95","1.94","2.00","3.20","1.35","6.00","1.10","1.99","1.82"
