"id","matchDate","Country","League","Season","homeTeam","awayTeam","referee","FTHG","FTAG","FTR"
"7208","21-11-15 13:45","England","Premier League","2015/2016","Watford","Manchester Utd","Robert Madley","1","2","A"
"7209","08-11-15 17:00","England","Premier League","2015/2016","Arsenal","Tottenham","Martin Atkinson","1","1","D"
"7210","08-11-15 17:00","England","Premier League","2015/2016","Liverpool","Crystal Palace","Neil Swarbrick","1","2","A"
"7211","08-11-15 14:30","England","Premier League","2015/2016","Aston Villa","Manchester City","Craig Pawson","0","0","D"
"7212","07-11-15 18:30","England","Premier League","2015/2016","Stoke","Chelsea","Anthony Taylor","1","0","H"
"7213","07-11-15 16:00","England","Premier League","2015/2016","Leicester","Watford","Roger East","2","1","H"
"7214","07-11-15 16:00","England","Premier League","2015/2016","Manchester Utd","West Brom","Mike Dean","2","0","H"
"7215","07-11-15 16:00","England","Premier League","2015/2016","Norwich","Swansea","Mark Clattenburg","1","0","H"
"7216","07-11-15 16:00","England","Premier League","2015/2016","Sunderland","Southampton","Mike Jones","0","1","A"
"7217","07-11-15 16:00","England","Premier League","2015/2016","West Ham","Everton","Paul Tierney","1","1","D"
"7218","07-11-15 13:45","England","Premier League","2015/2016","Bournemouth","Newcastle","Lee Mason","0","1","A"
"7219","02-11-15 21:00","England","Premier League","2015/2016","Tottenham","Aston Villa","Mike Dean","3","1","H"
"7220","01-11-15 17:00","England","Premier League","2015/2016","Southampton","Bournemouth","Craig Pawson","2","0","H"
"7221","01-11-15 14:30","England","Premier League","2015/2016","Everton","Sunderland","Andre Marriner","6","2","H"
"7222","31-10-15 16:00","England","Premier League","2015/2016","Crystal Palace","Manchester Utd","Mike Jones","0","0","D"
"7223","31-10-15 16:00","England","Premier League","2015/2016","Manchester City","Norwich","Robert Madley","2","1","H"
"7224","31-10-15 16:00","England","Premier League","2015/2016","Newcastle","Stoke","Roger East","0","0","D"
"7225","31-10-15 16:00","England","Premier League","2015/2016","Swansea","Arsenal","Kevin Friend","0","3","A"
"7226","31-10-15 16:00","England","Premier League","2015/2016","Watford","West Ham","Keith Stroud","2","0","H"
"7227","31-10-15 16:00","England","Premier League","2015/2016","West Brom","Leicester","Anthony Taylor","2","3","A"
"7228","31-10-15 13:45","England","Premier League","2015/2016","Chelsea","Liverpool","Mark Clattenburg","1","3","A"
"7229","25-10-15 17:15","England","Premier League","2015/2016","Liverpool","Southampton","Andre Marriner","1","1","D"
"7230","25-10-15 15:05","England","Premier League","2015/2016","Bournemouth","Tottenham","Roger East","1","5","A"
"7231","25-10-15 15:05","England","Premier League","2015/2016","Manchester Utd","Manchester City","Mark Clattenburg","0","0","D"
"7232","25-10-15 13:00","England","Premier League","2015/2016","Sunderland","Newcastle","Robert Madley","3","0","H"
"7233","24-10-15 18:30","England","Premier League","2015/2016","Arsenal","Everton","Lee Mason","2","1","H"
"7234","24-10-15 16:00","England","Premier League","2015/2016","Aston Villa","Swansea","Neil Swarbrick","1","2","A"
"7235","24-10-15 16:00","England","Premier League","2015/2016","Leicester","Crystal Palace","Mike Dean","1","0","H"
"7236","24-10-15 16:00","England","Premier League","2015/2016","Norwich","West Brom","Kevin Friend","0","1","A"
"7237","24-10-15 16:00","England","Premier League","2015/2016","Stoke","Watford","Martin Atkinson","0","2","A"
"7238","24-10-15 16:00","England","Premier League","2015/2016","West Ham","Chelsea","Jonathan Moss","2","1","H"
"7239","19-10-15 21:00","England","Premier League","2015/2016","Swansea","Stoke","Robert Madley","0","1","A"
"7240","18-10-15 17:00","England","Premier League","2015/2016","Newcastle","Norwich","Anthony Taylor","6","2","H"
"7241","17-10-15 18:30","England","Premier League","2015/2016","Watford","Arsenal","Mike Jones","0","3","A"
"7242","17-10-15 16:00","England","Premier League","2015/2016","Chelsea","Aston Villa","Roger East","2","0","H"
"7243","17-10-15 16:00","England","Premier League","2015/2016","Crystal Palace","West Ham","Mark Clattenburg","1","3","A"
"7244","17-10-15 16:00","England","Premier League","2015/2016","Everton","Manchester Utd","Jonathan Moss","0","3","A"
"7245","17-10-15 16:00","England","Premier League","2015/2016","Manchester City","Bournemouth","Mike Dean","5","1","H"
"7246","17-10-15 16:00","England","Premier League","2015/2016","Southampton","Leicester","Paul Tierney","2","2","D"
"7247","17-10-15 16:00","England","Premier League","2015/2016","West Brom","Sunderland","Martin Atkinson","1","0","H"
"7248","17-10-15 13:45","England","Premier League","2015/2016","Tottenham","Liverpool","Craig Pawson","0","0","D"
"7249","04-10-15 17:00","England","Premier League","2015/2016","Arsenal","Manchester Utd","Anthony Taylor","3","0","H"
"7250","04-10-15 17:00","England","Premier League","2015/2016","Swansea","Tottenham","Mike Dean","2","2","D"
"7251","04-10-15 14:30","England","Premier League","2015/2016","Everton","Liverpool","Martin Atkinson","1","1","D"
"7252","03-10-15 18:30","England","Premier League","2015/2016","Chelsea","Southampton","Robert Madley","1","3","A"
"7253","03-10-15 16:00","England","Premier League","2015/2016","Aston Villa","Stoke","Mike Jones","0","1","A"
"7254","03-10-15 16:00","England","Premier League","2015/2016","Bournemouth","Watford","Michael Oliver","1","1","D"
"7255","03-10-15 16:00","England","Premier League","2015/2016","Manchester City","Newcastle","Kevin Friend","6","1","H"
"7256","03-10-15 16:00","England","Premier League","2015/2016","Norwich","Leicester","Mark Clattenburg","1","2","A"
"7257","03-10-15 16:00","England","Premier League","2015/2016","Sunderland","West Ham","Neil Swarbrick","2","2","D"
"7258","03-10-15 13:45","England","Premier League","2015/2016","Crystal Palace","West Brom","Jonathan Moss","2","0","H"
"7259","28-09-15 21:00","England","Premier League","2015/2016","West Brom","Everton","Robert Madley","2","3","A"
"7260","27-09-15 17:00","England","Premier League","2015/2016","Watford","Crystal Palace","Anthony Taylor","0","1","A"
"7261","26-09-15 18:30","England","Premier League","2015/2016","Newcastle","Chelsea","Martin Atkinson","2","2","D"
"7262","26-09-15 16:00","England","Premier League","2015/2016","Leicester","Arsenal","Craig Pawson","2","5","A"
"7263","26-09-15 16:00","England","Premier League","2015/2016","Liverpool","Aston Villa","Jonathan Moss","3","2","H"
"7264","26-09-15 16:00","England","Premier League","2015/2016","Manchester Utd","Sunderland","Mike Jones","3","0","H"
"7265","26-09-15 16:00","England","Premier League","2015/2016","Southampton","Swansea","Roger East","3","1","H"
"7266","26-09-15 16:00","England","Premier League","2015/2016","Stoke","Bournemouth","Lee Mason","2","1","H"
"7267","26-09-15 16:00","England","Premier League","2015/2016","West Ham","Norwich","Mike Dean","2","2","D"
"7268","26-09-15 13:45","England","Premier League","2015/2016","Tottenham","Manchester City","Mark Clattenburg","4","1","H"
"7269","20-09-15 17:00","England","Premier League","2015/2016","Liverpool","Norwich","Anthony Taylor","1","1","D"
"7270","20-09-15 17:00","England","Premier League","2015/2016","Southampton","Manchester Utd","Mark Clattenburg","2","3","A"
"7271","20-09-15 14:30","England","Premier League","2015/2016","Tottenham","Crystal Palace","Michael Oliver","1","0","H"
"7272","19-09-15 18:30","England","Premier League","2015/2016","Manchester City","West Ham","Robert Madley","1","2","A"
"7273","19-09-15 16:00","England","Premier League","2015/2016","Aston Villa","West Brom","Martin Atkinson","0","1","A"
"7274","19-09-15 16:00","England","Premier League","2015/2016","Bournemouth","Sunderland","Kevin Friend","2","0","H"
"7275","19-09-15 16:00","England","Premier League","2015/2016","Newcastle","Watford","Roger East","1","2","A"
"7276","19-09-15 16:00","England","Premier League","2015/2016","Stoke","Leicester","Andre Marriner","2","2","D"
"7277","19-09-15 16:00","England","Premier League","2015/2016","Swansea","Everton","Stuart Attwell","0","0","D"
"7278","19-09-15 13:45","England","Premier League","2015/2016","Chelsea","Arsenal","Mike Dean","2","0","H"
"7279","14-09-15 21:00","England","Premier League","2015/2016","West Ham","Newcastle","Anthony Taylor","2","0","H"
"7280","13-09-15 17:00","England","Premier League","2015/2016","Leicester","Aston Villa","Mike Dean","3","2","H"
"7281","13-09-15 14:30","England","Premier League","2015/2016","Sunderland","Tottenham","Craig Pawson","0","1","A"
"7282","12-09-15 18:30","England","Premier League","2015/2016","Manchester Utd","Liverpool","Michael Oliver","3","1","H"
"7283","12-09-15 16:00","England","Premier League","2015/2016","Arsenal","Stoke","Jonathan Moss","2","0","H"
"7284","12-09-15 16:00","England","Premier League","2015/2016","Crystal Palace","Manchester City","Mike Jones","0","1","A"
"7285","12-09-15 16:00","England","Premier League","2015/2016","Norwich","Bournemouth","Martin Atkinson","3","1","H"
"7286","12-09-15 16:00","England","Premier League","2015/2016","Watford","Swansea","Robert Madley","1","0","H"
"7287","12-09-15 16:00","England","Premier League","2015/2016","West Brom","Southampton","Stuart Attwell","0","0","D"
"7288","12-09-15 13:45","England","Premier League","2015/2016","Everton","Chelsea","Andre Marriner","3","1","H"
"7289","30-08-15 17:00","England","Premier League","2015/2016","Swansea","Manchester Utd","Martin Atkinson","2","1","H"
"7290","30-08-15 14:30","England","Premier League","2015/2016","Southampton","Norwich","Jonathan Moss","3","0","H"
"7291","29-08-15 18:30","England","Premier League","2015/2016","Tottenham","Everton","Mike Jones","0","0","D"
"7292","29-08-15 16:00","England","Premier League","2015/2016","Aston Villa","Sunderland","Robert Madley","2","2","D"
"7293","29-08-15 16:00","England","Premier League","2015/2016","Bournemouth","Leicester","Neil Swarbrick","1","1","D"
"7294","29-08-15 16:00","England","Premier League","2015/2016","Chelsea","Crystal Palace","Craig Pawson","1","2","A"
"7295","29-08-15 16:00","England","Premier League","2015/2016","Liverpool","West Ham","Kevin Friend","0","3","A"
"7296","29-08-15 16:00","England","Premier League","2015/2016","Manchester City","Watford","Mark Clattenburg","2","0","H"
"7297","29-08-15 16:00","England","Premier League","2015/2016","Stoke","West Brom","Michael Oliver","0","1","A"
"7298","29-08-15 13:45","England","Premier League","2015/2016","Newcastle","Arsenal","Andre Marriner","0","1","A"
"7299","24-08-15 21:00","England","Premier League","2015/2016","Arsenal","Liverpool","Michael Oliver","0","0","D"
"7300","23-08-15 17:00","England","Premier League","2015/2016","Everton","Manchester City","Anthony Taylor","0","2","A"
"7301","23-08-15 17:00","England","Premier League","2015/2016","Watford","Southampton","Andre Marriner","0","0","D"
"7302","23-08-15 14:30","England","Premier League","2015/2016","West Brom","Chelsea","Mark Clattenburg","2","3","A"
"7303","22-08-15 16:00","England","Premier League","2015/2016","Crystal Palace","Aston Villa","Keith Stroud","2","1","H"
"7304","22-08-15 16:00","England","Premier League","2015/2016","Leicester","Tottenham","Martin Atkinson","1","1","D"
"7305","22-08-15 16:00","England","Premier League","2015/2016","Norwich","Stoke","Mike Dean","1","1","D"
"7306","22-08-15 16:00","England","Premier League","2015/2016","Sunderland","Swansea","Neil Swarbrick","1","1","D"
"7307","22-08-15 16:00","England","Premier League","2015/2016","West Ham","Bournemouth","Jonathan Moss","3","4","A"
"7308","22-08-15 13:45","England","Premier League","2015/2016","Manchester Utd","Newcastle","Craig Pawson","0","0","D"
"7309","17-08-15 21:00","England","Premier League","2015/2016","Liverpool","Bournemouth","Craig Pawson","1","0","H"
"7310","16-08-15 17:00","England","Premier League","2015/2016","Manchester City","Chelsea","Martin Atkinson","3","0","H"
"7311","16-08-15 14:30","England","Premier League","2015/2016","Crystal Palace","Arsenal","Lee Mason","1","2","A"
"7312","15-08-15 16:00","England","Premier League","2015/2016","Sunderland","Norwich","Kevin Friend","1","3","A"
"7313","15-08-15 16:00","England","Premier League","2015/2016","Swansea","Newcastle","Mike Jones","2","0","H"
"7314","15-08-15 16:00","England","Premier League","2015/2016","Tottenham","Stoke","Robert Madley","2","2","D"
"7315","15-08-15 16:00","England","Premier League","2015/2016","Watford","West Brom","Paul Tierney","0","0","D"
"7316","15-08-15 16:00","England","Premier League","2015/2016","West Ham","Leicester","Anthony Taylor","1","2","A"
"7317","15-08-15 13:45","England","Premier League","2015/2016","Southampton","Everton","Michael Oliver","0","3","A"
"7318","14-08-15 20:45","England","Premier League","2015/2016","Aston Villa","Manchester Utd","Mike Dean","0","1","A"
"7319","10-08-15 21:00","England","Premier League","2015/2016","West Brom","Manchester City","Mike Dean","0","3","A"
"7320","09-08-15 17:00","England","Premier League","2015/2016","Stoke","Liverpool","Anthony Taylor","0","1","A"
"7321","09-08-15 14:30","England","Premier League","2015/2016","Arsenal","West Ham","Martin Atkinson","0","2","A"
"7322","09-08-15 14:30","England","Premier League","2015/2016","Newcastle","Southampton","Craig Pawson","2","2","D"
"7323","08-08-15 18:30","England","Premier League","2015/2016","Chelsea","Swansea","Michael Oliver","2","2","D"
"7324","08-08-15 16:00","England","Premier League","2015/2016","Bournemouth","Aston Villa","Mark Clattenburg","0","1","A"
"7325","08-08-15 16:00","England","Premier League","2015/2016","Everton","Watford","Mike Jones","2","2","D"
"7326","08-08-15 16:00","England","Premier League","2015/2016","Leicester","Sunderland","Lee Mason","4","2","H"
"7327","08-08-15 16:00","England","Premier League","2015/2016","Norwich","Crystal Palace","Simon Hooper","1","3","A"
"7328","08-08-15 13:45","England","Premier League","2015/2016","Manchester Utd","Tottenham","Jonathan Moss","1","0","H"
