"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"5183","20-02-21 21:00","England","Premier League","2020/2021","Fulham","Sheffield Utd","1.98","3.37","4.35","1.08","8.60","1.37","3.23","2.29","1.70","4.14","1.25","8.64","1.08","1.88","1.92"
"5184","20-02-21 18:30","England","Premier League","2020/2021","Liverpool","Everton","1.40","5.64","7.18","1.02","16.10","1.20","4.84","1.54","2.55","2.40","1.60","4.14","1.25","1.74","2.09"
"5185","20-02-21 16:00","England","Premier League","2020/2021","Burnley","West Brom","2.16","3.35","3.71","1.08","8.60","1.37","3.23","2.29","1.70","4.14","1.25","8.64","1.08","1.84","1.97"
"5186","20-02-21 13:30","England","Premier League","2020/2021","Southampton","Chelsea","5.04","3.97","1.72","1.03","14.10","1.23","4.35","1.77","2.17","3.01","1.41","5.57","1.16","1.65","2.24"
"5187","19-02-21 21:00","England","Premier League","2020/2021","Wolves","Leeds","2.29","3.47","3.26","1.06","10.60","1.30","3.72","1.88","2.03","3.21","1.37","6.72","1.12","1.65","2.24"
"5188","17-02-21 21:15","England","Premier League","2020/2021","Everton","Manchester City","11.20","5.60","1.31","1.03","14.00","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.99","1.82"
"5189","17-02-21 19:00","England","Premier League","2020/2021","Burnley","Fulham","2.88","3.47","2.53","1.08","8.60","1.42","2.96","2.30","1.65","4.50","1.22","9.34","1.07","1.87","1.94"
"5190","15-02-21 21:00","England","Premier League","2020/2021","Chelsea","Newcastle","1.30","6.01","10.70","1.03","14.00","1.21","4.66","1.62","2.37","2.66","1.50","4.97","1.19","1.99","1.82"
"5191","15-02-21 19:00","England","Premier League","2020/2021","West Ham","Sheffield Utd","1.97","3.37","4.40","1.08","8.60","1.42","2.96","2.38","1.65","4.50","1.22","9.34","1.07","1.94","1.86"
"5192","14-02-21 20:00","England","Premier League","2020/2021","Everton","Fulham","1.96","3.47","4.32","1.06","9.78","1.33","3.48","2.06","1.85","3.84","1.28","8.05","1.09","1.84","1.97"
"5193","14-02-21 17:30","England","Premier League","2020/2021","Arsenal","Leeds","1.78","3.87","4.74","1.02","16.30","1.19","4.89","1.56","2.50","2.38","1.61","4.37","1.23","1.53","2.51"
"5194","14-02-21 15:00","England","Premier League","2020/2021","West Brom","Manchester Utd","10.20","5.86","1.31","1.01","18.00","1.14","5.98","1.45","2.85","2.17","1.77","3.84","1.28","1.70","2.15"
"5195","14-02-21 13:00","England","Premier League","2020/2021","Southampton","Wolves","2.18","3.44","3.55","1.06","9.68","1.33","3.44","2.18","1.76","3.84","1.28","8.05","1.09","1.84","1.97"
"5196","13-02-21 21:00","England","Premier League","2020/2021","Brighton","Aston Villa","3.14","3.39","2.39","1.05","10.90","1.29","3.80","1.84","2.08","3.15","1.38","6.38","1.13","1.63","2.28"
"5197","13-02-21 18:30","England","Premier League","2020/2021","Manchester City","Tottenham","1.33","6.31","8.39","1.02","18.30","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","1.77","2.04"
"5198","13-02-21 16:00","England","Premier League","2020/2021","Crystal Palace","Burnley","2.85","3.16","2.75","1.08","8.70","1.33","3.48","2.17","1.77","3.84","1.28","8.05","1.09","1.76","2.07"
"5199","13-02-21 13:30","England","Premier League","2020/2021","Leicester","Liverpool","3.91","3.88","1.93","1.02","16.10","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.53","2.51"
"5200","08-02-21 21:00","England","Premier League","2020/2021","Leeds","Crystal Palace","1.79","4.17","4.31","1.05","12.00","1.23","4.35","1.77","2.17","3.01","1.41","5.57","1.16","1.67","2.21"
"5201","07-02-21 20:15","England","Premier League","2020/2021","Sheffield Utd","Chelsea","7.95","4.47","1.47","1.05","10.90","1.29","3.80","1.96","1.94","3.38","1.34","6.38","1.13","1.92","1.88"
"5202","07-02-21 17:30","England","Premier League","2020/2021","Liverpool","Manchester City","3.45","3.69","2.13","1.03","13.70","1.22","4.56","1.70","2.21","2.73","1.48","5.15","1.18","1.54","2.47"
"5203","07-02-21 15:00","England","Premier League","2020/2021","Wolves","Leicester","3.52","3.33","2.24","1.08","8.60","1.37","3.23","2.29","1.70","4.14","1.25","8.64","1.08","1.84","1.97"
"5204","07-02-21 13:00","England","Premier League","2020/2021","Tottenham","West Brom","1.37","5.11","9.54","1.03","14.00","1.21","4.66","1.62","2.37","2.66","1.50","4.97","1.19","1.82","1.99"
"5205","06-02-21 21:00","England","Premier League","2020/2021","Manchester Utd","Everton","1.61","4.30","5.64","1.02","16.10","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.65","2.25"
"5206","06-02-21 18:30","England","Premier League","2020/2021","Fulham","West Ham","4.37","3.84","1.85","1.05","11.80","1.29","3.76","1.86","2.05","3.21","1.37","6.72","1.12","1.71","2.13"
"5207","06-02-21 16:00","England","Premier League","2020/2021","Burnley","Brighton","3.69","3.28","2.20","1.10","7.53","1.46","2.82","2.40","1.60","4.50","1.22","10.20","1.06","1.96","1.84"
"5208","06-02-21 16:00","England","Premier League","2020/2021","Newcastle","Southampton","3.34","3.54","2.23","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.60","2.33"
"5209","06-02-21 13:30","England","Premier League","2020/2021","Aston Villa","Arsenal","3.10","3.58","2.33","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.53","2.51"
"5210","04-02-21 21:00","England","Premier League","2020/2021","Tottenham","Chelsea","4.10","3.49","2.00","1.06","9.68","1.30","3.66","2.09","1.83","3.52","1.32","7.10","1.11","1.76","2.07"
"5211","03-02-21 21:15","England","Premier League","2020/2021","Aston Villa","West Ham","2.30","3.57","3.17","1.03","14.00","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.56","2.43"
"5212","03-02-21 21:15","England","Premier League","2020/2021","Liverpool","Brighton","1.46","4.86","7.07","1.02","16.00","1.20","4.79","1.58","2.45","2.52","1.55","4.50","1.22","1.67","2.21"
"5213","03-02-21 20:30","England","Premier League","2020/2021","Leeds","Everton","2.69","3.49","2.69","1.03","14.10","1.21","4.71","1.66","2.28","2.64","1.51","4.97","1.19","1.52","2.54"
"5214","03-02-21 19:00","England","Premier League","2020/2021","Burnley","Manchester City","16.80","7.89","1.18","1.02","16.10","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","2.08","1.75"
"5215","03-02-21 19:00","England","Premier League","2020/2021","Fulham","Leicester","4.19","3.39","2.01","1.08","8.60","1.33","3.44","2.18","1.76","3.84","1.28","8.05","1.09","1.84","1.97"
"5216","02-02-21 21:15","England","Premier League","2020/2021","Manchester Utd","Southampton","1.46","4.86","7.07","1.02","16.10","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","1.67","2.21"
"5217","02-02-21 21:15","England","Premier League","2020/2021","Newcastle","Crystal Palace","2.93","3.36","2.55","1.06","9.68","1.30","3.66","2.09","1.83","3.52","1.32","7.10","1.11","1.70","2.15"
"5218","02-02-21 19:00","England","Premier League","2020/2021","Sheffield Utd","West Brom","2.05","3.59","3.79","1.06","9.68","1.33","3.44","2.09","1.83","3.84","1.28","8.05","1.09","1.76","2.07"
"5219","02-02-21 19:00","England","Premier League","2020/2021","Wolves","Arsenal","3.92","3.27","2.13","1.08","8.60","1.37","3.23","2.18","1.76","4.14","1.25","8.64","1.08","1.84","1.97"
"5220","31-01-21 20:15","England","Premier League","2020/2021","Brighton","Tottenham","3.50","3.36","2.23","1.06","9.68","1.33","3.44","2.09","1.83","3.84","1.28","8.05","1.09","1.76","2.07"
"5221","31-01-21 17:30","England","Premier League","2020/2021","West Ham","Liverpool","3.80","3.83","1.97","1.02","16.10","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.53","2.51"
"5222","31-01-21 15:00","England","Premier League","2020/2021","Leicester","Leeds","1.80","3.90","4.59","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.60","2.33"
"5223","31-01-21 13:00","England","Premier League","2020/2021","Chelsea","Burnley","1.32","5.47","11.10","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.99","1.82"
"5224","30-01-21 21:00","England","Premier League","2020/2021","Southampton","Aston Villa","3.49","3.80","2.08","1.02","16.10","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.54","2.48"
"5225","30-01-21 18:30","England","Premier League","2020/2021","Arsenal","Manchester Utd","3.79","3.67","2.02","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.65","2.25"
"5226","30-01-21 16:00","England","Premier League","2020/2021","Crystal Palace","Wolves","2.98","3.19","2.62","1.10","7.53","1.42","2.96","2.30","1.65","4.50","1.22","9.34","1.07","1.91","1.89"
"5227","30-01-21 16:00","England","Premier League","2020/2021","Manchester City","Sheffield Utd","1.16","8.36","21.00","1.02","16.10","1.20","4.84","1.54","2.55","2.40","1.60","4.14","1.25","2.26","1.64"
"5228","30-01-21 16:00","England","Premier League","2020/2021","West Brom","Fulham","3.58","3.37","2.20","1.08","8.60","1.37","3.23","2.18","1.76","3.84","1.28","8.05","1.09","1.85","1.95"
"5229","30-01-21 13:30","England","Premier League","2020/2021","Everton","Newcastle","1.56","4.07","7.03","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.76","2.07"
"5230","28-01-21 21:00","England","Premier League","2020/2021","Tottenham","Liverpool","3.65","3.80","2.03","1.02","16.00","1.20","4.79","1.58","2.45","2.52","1.55","4.50","1.22","1.54","2.48"
"5231","27-01-21 21:15","England","Premier League","2020/2021","Everton","Leicester","3.24","3.33","2.37","1.06","10.70","1.29","3.76","1.98","1.92","3.45","1.33","6.72","1.12","1.65","2.24"
"5232","27-01-21 21:15","England","Premier League","2020/2021","Manchester Utd","Sheffield Utd","1.27","6.39","11.10","1.02","18.30","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","1.91","1.89"
"5233","27-01-21 20:30","England","Premier League","2020/2021","Brighton","Fulham","2.03","3.44","4.05","1.08","8.60","1.42","2.96","2.29","1.70","4.50","1.22","9.34","1.07","1.88","1.92"
"5234","27-01-21 19:00","England","Premier League","2020/2021","Burnley","Aston Villa","4.37","3.74","1.87","1.05","11.80","1.26","4.03","1.86","2.05","3.01","1.41","6.08","1.14","1.70","2.15"
"5235","27-01-21 19:00","England","Premier League","2020/2021","Chelsea","Wolves","1.63","3.86","6.36","1.06","10.70","1.30","3.66","1.98","1.92","3.45","1.33","7.10","1.11","1.88","1.92"
"5236","26-01-21 21:15","England","Premier League","2020/2021","Southampton","Arsenal","3.80","3.83","1.97","1.03","14.00","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.60","2.33"
"5237","26-01-21 21:15","England","Premier League","2020/2021","West Brom","Manchester City","17.90","8.58","1.16","1.02","16.10","1.14","5.91","1.46","2.82","2.18","1.76","3.52","1.32","2.34","1.60"
"5238","26-01-21 19:00","England","Premier League","2020/2021","Crystal Palace","West Ham","3.81","3.38","2.12","1.06","9.68","1.30","3.66","2.09","1.83","3.52","1.32","7.10","1.11","1.70","2.15"
"5239","26-01-21 19:00","England","Premier League","2020/2021","Newcastle","Leeds","4.24","4.08","1.82","1.02","16.10","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.56","2.43"
"5240","23-01-21 21:00","England","Premier League","2020/2021","Aston Villa","Newcastle","1.53","4.84","5.86","1.02","16.00","1.20","4.79","1.58","2.45","2.42","1.59","4.25","1.24","1.63","2.28"
"5241","21-01-21 21:00","England","Premier League","2020/2021","Liverpool","Burnley","1.30","6.08","10.10","1.02","16.10","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.96","1.84"
"5242","20-01-21 21:15","England","Premier League","2020/2021","Fulham","Manchester Utd","6.05","4.10","1.61","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.65","2.25"
"5243","20-01-21 19:00","England","Premier League","2020/2021","Manchester City","Aston Villa","1.30","6.08","10.10","1.01","18.00","1.17","5.38","1.46","2.82","2.29","1.70","3.84","1.28","1.71","2.13"
"5244","19-01-21 21:15","England","Premier League","2020/2021","Leicester","Chelsea","2.82","3.49","2.57","1.05","11.80","1.24","4.30","1.78","2.15","3.01","1.41","5.57","1.16","1.60","2.33"
"5245","19-01-21 19:00","England","Premier League","2020/2021","West Ham","West Brom","1.55","4.31","6.49","1.03","14.00","1.21","4.66","1.67","2.26","2.84","1.45","4.97","1.19","1.76","2.07"
"5246","18-01-21 21:00","England","Premier League","2020/2021","Arsenal","Newcastle","1.43","4.84","8.15","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.85","1.95"
"5247","17-01-21 20:15","England","Premier League","2020/2021","Manchester City","Crystal Palace","1.18","8.24","15.40","1.02","18.30","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","2.29","1.62"
"5248","17-01-21 17:30","England","Premier League","2020/2021","Liverpool","Manchester Utd","1.99","3.88","3.68","1.01","18.00","1.17","5.38","1.49","2.69","2.29","1.70","3.84","1.28","1.46","2.72"
"5249","17-01-21 15:00","England","Premier League","2020/2021","Sheffield Utd","Tottenham","4.91","3.65","1.81","1.06","9.68","1.33","3.44","2.09","1.83","3.52","1.32","7.10","1.11","1.85","1.95"
"5250","16-01-21 21:00","England","Premier League","2020/2021","Leicester","Southampton","1.67","4.00","5.46","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.08","1.14","1.77","2.04"
"5251","16-01-21 18:30","England","Premier League","2020/2021","Fulham","Chelsea","7.09","4.31","1.52","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.77","2.04"
"5252","16-01-21 16:00","England","Premier League","2020/2021","Leeds","Brighton","2.25","3.57","3.27","1.02","16.10","1.20","4.84","1.57","2.47","2.40","1.60","4.50","1.22","1.50","2.60"
"5253","16-01-21 16:00","England","Premier League","2020/2021","West Ham","Burnley","1.75","3.78","5.16","1.06","10.70","1.29","3.76","1.98","1.92","3.45","1.33","6.72","1.12","1.77","2.04"
"5254","16-01-21 13:30","England","Premier League","2020/2021","Wolves","West Brom","1.63","3.79","6.53","1.08","8.60","1.37","3.23","2.29","1.70","4.14","1.25","8.64","1.08","2.08","1.75"
"5255","14-01-21 21:00","England","Premier League","2020/2021","Arsenal","Crystal Palace","1.67","3.85","5.79","1.05","11.80","1.26","4.03","1.86","2.05","3.01","1.41","6.08","1.14","1.70","2.15"
"5256","13-01-21 21:15","England","Premier League","2020/2021","Tottenham","Fulham","1.61","3.87","6.64","1.06","9.68","1.33","3.44","2.09","1.83","3.84","1.28","8.05","1.09","1.94","1.86"
"5257","13-01-21 19:00","England","Premier League","2020/2021","Manchester City","Brighton","1.16","8.52","20.00","1.02","16.00","1.20","4.79","1.58","2.45","2.52","1.55","4.50","1.22","2.26","1.64"
"5258","12-01-21 21:15","England","Premier League","2020/2021","Burnley","Manchester Utd","8.65","4.83","1.41","1.03","14.00","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.70","2.15"
"5259","12-01-21 21:15","England","Premier League","2020/2021","Wolves","Everton","2.71","2.89","3.17","1.11","6.99","1.46","2.82","2.50","1.56","4.97","1.19","10.20","1.06","1.94","1.86"
"5260","12-01-21 19:00","England","Premier League","2020/2021","Sheffield Utd","Newcastle","2.47","3.19","3.20","1.10","7.53","1.42","2.96","2.30","1.65","4.50","1.22","9.34","1.07","1.88","1.92"
"5261","04-01-21 21:00","England","Premier League","2020/2021","Southampton","Liverpool","6.23","4.84","1.51","1.02","13.00","1.14","5.91","1.42","2.96","2.09","1.83","3.45","1.33","1.49","2.63"
"5262","03-01-21 17:30","England","Premier League","2020/2021","Chelsea","Manchester City","3.49","3.70","2.11","1.02","16.10","1.21","4.66","1.62","2.37","2.50","1.56","4.97","1.19","1.54","2.48"
"5263","03-01-21 15:15","England","Premier League","2020/2021","Newcastle","Leicester","6.13","4.09","1.60","1.05","11.80","1.26","4.03","1.78","2.15","3.01","1.41","5.57","1.16","1.77","2.04"
"5264","02-01-21 21:00","England","Premier League","2020/2021","West Brom","Arsenal","6.51","4.08","1.58","1.06","10.70","1.29","3.76","1.98","1.92","3.45","1.33","6.72","1.12","1.88","1.92"
"5265","02-01-21 18:30","England","Premier League","2020/2021","Brighton","Wolves","3.05","3.07","2.66","1.11","6.99","1.49","2.69","2.50","1.56","4.97","1.19","10.20","1.06","1.99","1.82"
"5266","02-01-21 16:00","England","Premier League","2020/2021","Crystal Palace","Sheffield Utd","2.03","3.31","4.23","1.10","7.53","1.42","2.96","2.30","1.65","4.50","1.22","9.34","1.07","1.94","1.86"
"5267","02-01-21 13:30","England","Premier League","2020/2021","Tottenham","Leeds","1.80","4.05","4.36","1.01","18.00","1.17","5.32","1.50","2.66","2.22","1.69","3.93","1.27","1.45","2.76"
"5268","01-01-21 21:00","England","Premier League","2020/2021","Manchester Utd","Aston Villa","1.67","4.11","5.25","1.02","18.30","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","1.53","2.51"
"5269","01-01-21 18:30","England","Premier League","2020/2021","Everton","West Ham","2.14","3.56","3.55","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.08","1.14","1.67","2.21"
"5270","30-12-20 21:00","England","Premier League","2020/2021","Newcastle","Liverpool","11.50","6.27","1.27","1.01","18.00","1.17","5.38","1.46","2.82","2.18","1.76","3.52","1.32","1.85","1.95"
"5271","29-12-20 21:00","England","Premier League","2020/2021","Manchester Utd","Wolves","1.55","4.30","6.60","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.70","2.15"
"5272","29-12-20 19:00","England","Premier League","2020/2021","Brighton","Arsenal","3.94","3.50","2.04","1.06","10.70","1.29","3.76","1.98","1.92","3.45","1.33","6.72","1.12","1.70","2.15"
"5273","29-12-20 19:00","England","Premier League","2020/2021","Burnley","Sheffield Utd","2.34","3.27","3.37","1.10","7.53","1.46","2.82","2.40","1.60","4.50","1.22","10.20","1.06","1.94","1.86"
"5274","29-12-20 19:00","England","Premier League","2020/2021","Southampton","West Ham","2.04","3.57","3.83","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.56","2.43"
"5275","29-12-20 19:00","England","Premier League","2020/2021","West Brom","Leeds","4.31","4.10","1.80","1.02","16.10","1.20","4.84","1.62","2.37","2.50","1.56","4.50","1.22","1.56","2.43"
"5276","28-12-20 18:30","England","Premier League","2020/2021","Chelsea","Aston Villa","1.74","4.08","4.70","1.02","16.10","1.20","4.84","1.57","2.47","2.50","1.56","4.50","1.22","1.56","2.43"
"5277","28-12-20 16:00","England","Premier League","2020/2021","Crystal Palace","Leicester","3.58","3.47","2.16","1.06","9.68","1.33","3.44","2.09","1.83","3.52","1.32","7.10","1.11","1.70","2.15"
"5278","27-12-20 20:15","England","Premier League","2020/2021","Wolves","Tottenham","3.74","3.37","2.14","1.06","9.68","1.33","3.44","2.18","1.76","3.84","1.28","8.05","1.09","1.77","2.04"
"5279","27-12-20 17:30","England","Premier League","2020/2021","Liverpool","West Brom","1.14","9.71","20.00","1.02","15.00","1.10","7.53","1.30","3.66","1.74","2.15","2.66","1.50","1.96","1.84"
"5280","27-12-20 15:15","England","Premier League","2020/2021","West Ham","Brighton","2.30","3.35","3.35","1.06","10.70","1.29","3.76","1.98","1.92","3.45","1.33","6.72","1.12","1.68","2.19"
"5281","27-12-20 13:00","England","Premier League","2020/2021","Leeds","Burnley","1.69","4.27","4.88","1.01","17.00","1.17","5.38","1.49","2.69","2.21","1.70","3.84","1.28","1.53","2.51"
"5282","26-12-20 21:00","England","Premier League","2020/2021","Manchester City","Newcastle","1.14","10.30","18.40","1.02","15.00","1.10","7.53","1.30","3.66","1.78","2.15","2.66","1.50","2.02","1.79"
"5283","26-12-20 21:00","England","Premier League","2020/2021","Sheffield Utd","Everton","3.69","3.36","2.16","1.08","8.60","1.37","3.23","2.18","1.76","3.84","1.28","8.05","1.09","1.85","1.95"
"5284","26-12-20 18:30","England","Premier League","2020/2021","Arsenal","Chelsea","4.85","3.88","1.76","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.68","2.19"
"5285","26-12-20 16:00","England","Premier League","2020/2021","Aston Villa","Crystal Palace","1.84","3.83","4.43","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.61","2.31"
"5286","26-12-20 16:00","England","Premier League","2020/2021","Fulham","Southampton","3.12","3.36","2.42","1.06","10.70","1.33","3.44","2.09","1.83","3.84","1.28","8.05","1.09","1.77","2.04"
"5287","26-12-20 13:30","England","Premier League","2020/2021","Leicester","Manchester Utd","3.16","3.69","2.25","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.57","2.41"
"5288","21-12-20 21:00","England","Premier League","2020/2021","Chelsea","West Ham","1.55","4.44","6.27","1.02","16.10","1.21","4.66","1.62","2.37","2.66","1.50","4.97","1.19","1.67","2.21"
"5289","21-12-20 18:30","England","Premier League","2020/2021","Burnley","Wolves","3.65","3.16","2.27","1.10","7.53","1.46","2.82","2.40","1.60","4.97","1.19","10.20","1.06","1.94","1.86"
"5290","20-12-20 20:15","England","Premier League","2020/2021","West Brom","Aston Villa","4.88","4.08","1.72","1.03","14.00","1.24","4.30","1.67","2.26","2.66","1.50","4.97","1.19","1.63","2.28"
"5291","20-12-20 17:30","England","Premier League","2020/2021","Manchester Utd","Leeds","1.70","4.31","4.73","1.02","15.00","1.11","6.99","1.37","3.23","1.86","2.05","3.01","1.41","1.38","3.05"
"5292","20-12-20 15:15","England","Premier League","2020/2021","Tottenham","Leicester","2.02","3.57","3.91","1.05","11.80","1.24","4.30","1.86","2.05","3.01","1.41","6.08","1.14","1.63","2.28"
"5293","20-12-20 13:00","England","Premier League","2020/2021","Brighton","Sheffield Utd","1.87","3.46","4.84","1.06","9.68","1.33","3.44","2.18","1.76","3.84","1.28","8.05","1.09","1.85","1.95"
"5294","19-12-20 21:00","England","Premier League","2020/2021","Newcastle","Fulham","2.86","3.58","2.49","1.06","10.70","1.29","3.76","1.86","2.05","3.21","1.37","6.72","1.12","1.63","2.28"
"5295","19-12-20 18:30","England","Premier League","2020/2021","Everton","Arsenal","2.64","3.66","2.64","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.08","1.14","1.63","2.28"
"5296","19-12-20 16:00","England","Premier League","2020/2021","Southampton","Manchester City","6.67","4.71","1.50","1.02","18.30","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","1.60","2.33"
"5297","19-12-20 13:30","England","Premier League","2020/2021","Crystal Palace","Liverpool","5.74","4.10","1.63","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.63","2.28"
"5298","17-12-20 21:00","England","Premier League","2020/2021","Sheffield Utd","Manchester Utd","7.63","4.61","1.46","1.03","14.00","1.21","4.66","1.62","2.37","2.50","1.56","4.50","1.22","1.76","2.07"
"5299","17-12-20 19:00","England","Premier League","2020/2021","Aston Villa","Burnley","1.82","3.82","4.55","1.03","14.00","1.24","4.30","1.67","2.26","2.66","1.50","4.97","1.19","1.60","2.33"
"5300","16-12-20 21:00","England","Premier League","2020/2021","Fulham","Brighton","2.93","3.36","2.55","1.06","10.70","1.30","3.66","1.98","1.92","3.45","1.33","6.72","1.12","1.68","2.19"
"5301","16-12-20 21:00","England","Premier League","2020/2021","Liverpool","Tottenham","1.90","3.89","4.06","1.03","15.00","1.22","4.50","1.65","2.30","2.57","1.54","4.80","1.20","1.54","2.48"
"5302","16-12-20 21:00","England","Premier League","2020/2021","West Ham","Crystal Palace","2.15","3.48","3.59","1.06","10.70","1.29","3.76","1.86","2.05","3.21","1.37","6.08","1.14","1.68","2.19"
"5303","16-12-20 19:00","England","Premier League","2020/2021","Arsenal","Southampton","2.15","3.59","3.48","1.03","14.00","1.24","4.30","1.74","2.15","2.84","1.45","4.97","1.19","1.57","2.41"
"5304","16-12-20 19:00","England","Premier League","2020/2021","Leeds","Newcastle","1.58","4.41","5.86","1.02","18.30","1.17","5.38","1.54","2.55","2.30","1.65","4.14","1.25","1.57","2.41"
"5305","16-12-20 19:00","England","Premier League","2020/2021","Leicester","Everton","2.06","3.59","3.75","1.03","14.00","1.21","4.66","1.67","2.26","2.66","1.50","4.97","1.19","1.54","2.48"
"5306","15-12-20 21:00","England","Premier League","2020/2021","Manchester City","West Brom","1.11","11.70","22.00","1.01","17.00","1.08","8.60","1.29","3.76","1.67","2.26","2.50","1.56","2.12","1.72"
"5307","15-12-20 19:00","England","Premier League","2020/2021","Wolves","Chelsea","5.70","3.88","1.67","1.06","9.68","1.33","3.44","2.09","1.83","3.84","1.28","8.05","1.09","1.96","1.84"
"5308","13-12-20 20:15","England","Premier League","2020/2021","Arsenal","Burnley","1.41","4.83","8.65","1.03","14.00","1.24","4.30","1.67","2.26","2.66","1.50","4.97","1.19","1.76","2.07"
"5309","13-12-20 20:15","England","Premier League","2020/2021","Leicester","Brighton","1.98","3.57","4.07","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.63","2.28"
"5310","13-12-20 17:30","England","Premier League","2020/2021","Fulham","Liverpool","8.75","5.65","1.35","1.02","18.30","1.17","5.38","1.46","2.82","2.18","1.76","3.84","1.28","1.67","2.21"
"5311","13-12-20 15:15","England","Premier League","2020/2021","Crystal Palace","Tottenham","4.35","3.88","1.84","1.05","11.80","1.26","4.03","1.86","2.05","3.01","1.41","6.08","1.14","1.67","2.21"
"5312","13-12-20 13:00","England","Premier League","2020/2021","Southampton","Sheffield Utd","1.65","3.95","5.81","1.05","11.80","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.75","2.08"
"5313","12-12-20 21:00","England","Premier League","2020/2021","Everton","Chelsea","4.95","4.43","1.66","1.02","16.10","1.21","4.66","1.62","2.37","2.50","1.56","4.50","1.22","1.60","2.33"
"5314","12-12-20 18:30","England","Premier League","2020/2021","Manchester Utd","Manchester City","4.60","4.43","1.70","1.02","18.30","1.20","4.84","1.57","2.47","2.50","1.56","4.50","1.22","1.56","2.43"
"5315","12-12-20 16:00","England","Premier League","2020/2021","Newcastle","West Brom","2.46","3.33","3.08","1.06","9.68","1.30","3.66","2.09","1.83","3.52","1.32","7.10","1.11","1.70","2.15"
"5316","12-12-20 13:30","England","Premier League","2020/2021","Wolves","Aston Villa","2.56","3.33","2.94","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.72","1.12","1.63","2.28"
"5317","11-12-20 21:00","England","Premier League","2020/2021","Leeds","West Ham","2.10","3.85","3.39","1.01","18.00","1.17","5.38","1.49","2.69","2.21","1.70","3.84","1.28","1.41","2.91"
"5318","07-12-20 21:00","England","Premier League","2020/2021","Brighton","Southampton","2.46","3.48","2.97","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.08","1.14","1.65","2.25"
"5319","06-12-20 20:15","England","Premier League","2020/2021","Liverpool","Wolves","1.58","4.31","6.01","1.02","16.10","1.20","4.84","1.57","2.47","2.50","1.56","4.50","1.22","1.69","2.17"
"5320","06-12-20 17:30","England","Premier League","2020/2021","Tottenham","Arsenal","2.18","3.55","3.45","1.05","11.80","1.26","4.03","1.86","2.05","3.01","1.41","6.08","1.14","1.65","2.25"
"5321","06-12-20 15:15","England","Premier League","2020/2021","Sheffield Utd","Leicester","4.34","3.56","1.92","1.06","10.70","1.30","3.66","1.98","1.92","3.45","1.33","7.10","1.11","1.71","2.13"
