"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"5078","13-05-21 19:00","England","Premier League","2020/2021","Aston Villa","Everton","3.26","3.37","2.34","1.06","9.78","1.33","3.48","2.07","1.84","3.51","1.32","7.83","1.09","1.69","2.18"
"5079","12-05-21 21:15","England","Premier League","2020/2021","Chelsea","Arsenal","1.89","3.48","4.67","1.08","8.70","1.36","3.26","2.17","1.77","3.83","1.28","7.83","1.09","1.87","1.93"
"5080","11-05-21 21:15","England","Premier League","2020/2021","Southampton","Crystal Palace","1.86","4.14","4.01","1.04","12.00","1.23","4.35","1.77","2.17","3.00","1.41","5.55","1.16","1.65","2.24"
"5081","11-05-21 19:00","England","Premier League","2020/2021","Manchester Utd","Leicester","3.43","3.57","2.18","1.04","12.00","1.26","4.08","1.85","2.07","3.18","1.38","6.06","1.14","1.65","2.24"
"5082","10-05-21 21:00","England","Premier League","2020/2021","Fulham","Burnley","2.18","3.66","3.36","1.05","10.70","1.30","3.66","1.99","1.91","3.54","1.32","7.05","1.11","1.69","2.18"
"5083","09-05-21 20:00","England","Premier League","2020/2021","Arsenal","West Brom","1.47","5.01","6.62","1.03","14.10","1.23","4.35","1.77","2.17","2.83","1.45","5.55","1.16","1.82","2.00"
"5084","09-05-21 17:30","England","Premier League","2020/2021","West Ham","Everton","2.10","3.86","3.39","1.04","11.80","1.24","4.30","1.78","2.15","2.85","1.45","5.60","1.16","1.59","2.36"
"5085","09-05-21 15:05","England","Premier League","2020/2021","Aston Villa","Manchester Utd","4.80","4.08","1.73","1.03","14.10","1.21","4.71","1.70","2.28","2.65","1.50","5.01","1.19","1.59","2.36"
"5086","09-05-21 13:00","England","Premier League","2020/2021","Wolves","Brighton","3.79","3.37","2.12","1.08","8.70","1.36","3.26","2.19","1.71","4.15","1.25","8.58","1.08","1.87","1.93"
"5087","08-05-21 21:15","England","Premier League","2020/2021","Liverpool","Southampton","1.31","5.94","9.81","1.02","15.00","1.13","6.45","1.37","3.23","1.99","1.91","3.21","1.37","1.61","2.31"
"5088","08-05-21 18:30","England","Premier League","2020/2021","Manchester City","Chelsea","2.00","3.75","3.80","1.08","8.70","1.36","3.26","2.17","1.77","4.15","1.25","8.58","1.08","1.89","1.91"
"5089","08-05-21 16:00","England","Premier League","2020/2021","Sheffield Utd","Crystal Palace","2.97","3.28","2.56","1.08","8.60","1.37","3.23","2.21","1.70","4.18","1.25","8.66","1.08","1.82","2.00"
"5090","08-05-21 13:30","England","Premier League","2020/2021","Leeds","Tottenham","4.33","4.08","1.80","1.02","16.10","1.21","4.66","1.62","2.37","2.49","1.56","5.06","1.18","1.55","2.46"
"5091","07-05-21 21:00","England","Premier League","2020/2021","Leicester","Newcastle","1.38","4.92","9.57","1.03","14.00","1.21","4.66","1.72","2.26","2.68","1.50","5.06","1.18","1.83","1.98"
"5092","03-05-21 21:15","England","Premier League","2020/2021","Burnley","West Ham","3.07","3.58","2.35","1.03","14.10","1.21","4.71","1.70","2.28","2.65","1.50","5.01","1.19","1.51","2.54"
"5093","03-05-21 19:00","England","Premier League","2020/2021","West Brom","Wolves","2.56","3.18","3.07","1.08","8.70","1.41","2.99","2.29","1.66","4.44","1.22","9.25","1.07","1.89","1.91"
"5094","02-05-21 20:15","England","Premier League","2020/2021","Tottenham","Sheffield Utd","1.32","5.66","10.40","1.02","16.10","1.20","4.84","1.57","2.47","2.49","1.56","4.49","1.22","1.87","1.93"
"5095","02-05-21 15:00","England","Premier League","2020/2021","Newcastle","Arsenal","4.23","3.69","1.91","1.03","14.00","1.21","4.66","1.72","2.26","2.68","1.50","5.06","1.18","1.57","2.41"
"5096","01-05-21 21:00","England","Premier League","2020/2021","Everton","Aston Villa","1.95","3.88","3.83","1.03","14.00","1.24","4.30","1.78","2.15","2.85","1.45","5.60","1.16","1.61","2.31"
"5097","01-05-21 18:30","England","Premier League","2020/2021","Chelsea","Fulham","1.44","4.30","9.64","1.07","9.68","1.30","3.66","1.99","1.91","3.54","1.32","7.05","1.11","2.08","1.75"
"5098","01-05-21 16:00","England","Premier League","2020/2021","Brighton","Leeds","2.04","3.84","3.58","1.05","10.70","1.29","3.76","1.99","1.91","3.21","1.37","6.60","1.12","1.70","2.15"
"5099","01-05-21 13:30","England","Premier League","2020/2021","Crystal Palace","Manchester City","10.60","5.66","1.32","1.03","13.70","1.22","4.56","1.64","2.32","2.54","1.54","4.57","1.22","1.91","1.90"
"5100","30-04-21 21:00","England","Premier League","2020/2021","Southampton","Leicester","4.40","3.88","1.83","1.04","12.00","1.28","3.80","1.85","2.07","3.18","1.38","6.54","1.13","1.69","2.18"
"5101","26-04-21 21:00","England","Premier League","2020/2021","Leicester","Crystal Palace","1.43","4.84","8.15","1.03","14.10","1.23","4.35","1.70","2.28","2.65","1.50","5.01","1.19","1.90","1.90"
"5102","25-04-21 20:00","England","Premier League","2020/2021","Aston Villa","West Brom","2.02","3.57","3.90","1.04","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.12","1.14","1.65","2.24"
"5103","25-04-21 15:00","England","Premier League","2020/2021","Leeds","Manchester Utd","4.65","4.11","1.75","1.04","11.80","1.24","4.30","1.78","2.15","3.03","1.41","5.60","1.16","1.68","2.19"
"5104","25-04-21 13:00","England","Premier League","2020/2021","Wolves","Burnley","2.28","3.40","3.37","1.10","7.53","1.42","2.96","2.40","1.60","4.49","1.22","9.34","1.07","1.91","1.90"
"5105","24-04-21 21:00","England","Premier League","2020/2021","Sheffield Utd","Brighton","6.13","4.09","1.60","1.08","8.70","1.36","3.26","2.07","1.84","3.83","1.28","7.83","1.09","2.06","1.77"
"5106","24-04-21 18:30","England","Premier League","2020/2021","West Ham","Chelsea","5.24","4.28","1.65","1.04","12.00","1.28","3.80","1.85","2.07","3.40","1.34","6.54","1.13","1.82","2.00"
"5107","24-04-21 13:30","England","Premier League","2020/2021","Liverpool","Newcastle","1.21","7.97","12.80","1.02","15.00","1.14","6.19","1.40","3.05","2.10","1.82","3.22","1.37","1.72","2.13"
"5108","23-04-21 21:00","England","Premier League","2020/2021","Arsenal","Everton","2.06","3.58","3.76","1.05","11.70","1.26","3.99","1.88","2.03","3.06","1.40","6.17","1.14","1.65","2.24"
"5109","22-04-21 21:00","England","Premier League","2020/2021","Leicester","West Brom","1.62","3.89","6.33","1.04","11.80","1.24","4.30","1.78","2.15","3.03","1.41","5.60","1.16","1.69","2.18"
"5110","21-04-21 21:15","England","Premier League","2020/2021","Aston Villa","Manchester City","11.00","5.47","1.32","1.04","11.80","1.21","4.66","1.72","2.26","2.68","1.50","5.06","1.18","2.01","1.80"
"5111","21-04-21 19:00","England","Premier League","2020/2021","Tottenham","Southampton","1.78","3.97","4.60","1.03","14.00","1.21","4.66","1.72","2.26","2.68","1.50","5.06","1.18","1.61","2.31"
"5112","20-04-21 21:15","England","Premier League","2020/2021","Chelsea","Brighton","1.72","3.84","5.75","1.05","7.70","1.40","2.86","2.33","1.71","4.10","1.22","7.80","1.04","2.20","1.64"
"5113","19-04-21 21:00","England","Premier League","2020/2021","Leeds","Liverpool","5.40","4.57","1.60","1.01","18.00","1.17","5.38","1.49","2.69","2.21","1.70","3.87","1.28","1.56","2.43"
"5114","18-04-21 17:00","England","Premier League","2020/2021","Manchester Utd","Burnley","1.34","5.36","10.10","1.02","16.10","1.20","4.84","1.62","2.37","2.49","1.56","4.49","1.22","1.85","1.96"
"5115","18-04-21 14:30","England","Premier League","2020/2021","Arsenal","Fulham","1.77","3.83","4.87","1.04","11.80","1.29","3.76","1.86","2.05","3.21","1.37","6.60","1.12","1.69","2.18"
"5116","17-04-21 21:15","England","Premier League","2020/2021","Wolves","Sheffield Utd","1.73","3.51","5.89","1.08","8.60","1.37","3.23","2.21","1.70","4.18","1.25","8.66","1.08","1.93","1.88"
"5117","17-04-21 13:30","England","Premier League","2020/2021","Newcastle","West Ham","3.73","3.47","2.11","1.05","10.90","1.28","3.80","1.97","1.93","3.18","1.38","6.54","1.13","1.66","2.22"
"5118","16-04-21 21:00","England","Premier League","2020/2021","Everton","Tottenham","3.82","3.59","2.04","1.04","11.80","1.29","3.76","1.99","1.91","3.43","1.33","6.60","1.12","1.70","2.15"
"5119","12-04-21 21:15","England","Premier League","2020/2021","Brighton","Everton","2.09","3.78","3.48","1.06","9.78","1.33","3.48","2.07","1.84","3.83","1.28","7.83","1.09","1.74","2.09"
"5120","12-04-21 19:00","England","Premier League","2020/2021","West Brom","Southampton","3.69","3.69","2.05","1.03","14.10","1.23","4.35","1.77","2.17","2.83","1.45","5.55","1.16","1.59","2.36"
"5121","11-04-21 20:00","England","Premier League","2020/2021","Sheffield Utd","Arsenal","6.14","3.70","1.67","1.05","10.90","1.26","4.08","1.85","2.07","3.18","1.38","6.06","1.14","1.74","2.09"
"5122","11-04-21 17:30","England","Premier League","2020/2021","Tottenham","Manchester Utd","2.87","3.88","2.35","1.04","12.00","1.26","4.08","1.85","2.07","3.00","1.41","6.06","1.14","1.59","2.36"
"5123","11-04-21 15:05","England","Premier League","2020/2021","West Ham","Leicester","3.19","3.39","2.37","1.07","9.68","1.33","3.44","2.20","1.75","3.87","1.28","7.90","1.09","1.74","2.09"
"5124","11-04-21 13:00","England","Premier League","2020/2021","Burnley","Newcastle","2.21","3.38","3.54","1.05","10.70","1.29","3.76","1.86","2.05","3.21","1.37","6.60","1.12","1.65","2.24"
"5125","10-04-21 18:30","England","Premier League","2020/2021","Crystal Palace","Chelsea","8.43","4.43","1.45","1.05","10.70","1.29","3.76","1.99","1.91","3.43","1.33","6.60","1.12","1.93","1.88"
"5126","10-04-21 16:00","England","Premier League","2020/2021","Liverpool","Aston Villa","1.45","4.86","7.39","1.03","14.00","1.21","4.66","1.62","2.37","2.68","1.50","5.06","1.18","1.74","2.09"
"5127","10-04-21 13:30","England","Premier League","2020/2021","Manchester City","Leeds","1.37","5.38","8.64","1.01","16.00","1.17","5.38","1.54","2.55","2.31","1.64","4.18","1.25","1.75","2.08"
"5128","09-04-21 21:00","England","Premier League","2020/2021","Fulham","Wolves","2.48","3.42","2.98","1.10","7.53","1.42","2.96","2.31","1.64","4.49","1.22","9.34","1.07","1.91","1.90"
"5129","05-04-21 21:15","England","Premier League","2020/2021","Wolves","West Ham","2.87","3.40","2.57","1.08","8.70","1.36","3.26","2.19","1.71","4.15","1.25","8.58","1.08","1.83","1.98"
"5130","05-04-21 19:00","England","Premier League","2020/2021","Everton","Crystal Palace","1.79","3.84","4.73","1.07","9.68","1.33","3.44","2.09","1.83","3.54","1.32","7.90","1.09","1.85","1.96"
"5131","04-04-21 20:30","England","Premier League","2020/2021","Manchester Utd","Brighton","1.67","3.84","5.85","1.04","11.80","1.26","4.03","1.86","2.05","3.03","1.41","6.12","1.14","1.78","2.04"
"5132","04-04-21 17:30","England","Premier League","2020/2021","Aston Villa","Fulham","2.47","3.19","3.20","1.07","9.68","1.33","3.44","2.09","1.83","3.87","1.28","7.90","1.09","1.72","2.13"
"5133","04-04-21 15:05","England","Premier League","2020/2021","Newcastle","Tottenham","6.16","3.87","1.64","1.05","10.70","1.29","3.76","1.86","2.05","3.21","1.37","6.60","1.12","1.76","2.07"
"5134","04-04-21 13:00","England","Premier League","2020/2021","Southampton","Burnley","1.94","3.59","4.19","1.07","9.68","1.33","3.44","2.09","1.83","3.54","1.32","7.90","1.09","1.76","2.07"
"5135","03-04-21 21:00","England","Premier League","2020/2021","Arsenal","Liverpool","3.00","3.69","2.34","1.03","14.10","1.21","4.71","1.70","2.28","2.65","1.50","5.01","1.19","1.51","2.54"
"5136","03-04-21 18:30","England","Premier League","2020/2021","Leicester","Manchester City","5.84","4.19","1.61","1.04","11.80","1.29","3.76","1.86","2.05","3.43","1.33","6.60","1.12","1.82","2.00"
"5137","03-04-21 16:00","England","Premier League","2020/2021","Leeds","Sheffield Utd","1.57","4.31","6.15","1.04","12.00","1.26","4.08","1.85","2.07","3.18","1.38","6.06","1.14","1.82","2.00"
"5138","03-04-21 13:30","England","Premier League","2020/2021","Chelsea","West Brom","1.27","6.00","12.50","1.04","12.00","1.28","3.80","1.85","2.07","3.18","1.38","6.06","1.14","2.22","1.66"
"5139","21-03-21 20:30","England","Premier League","2020/2021","Aston Villa","Tottenham","3.23","3.48","2.30","1.05","11.80","1.26","4.03","1.86","2.05","3.01","1.41","6.08","1.14","1.65","2.25"
"5140","21-03-21 16:00","England","Premier League","2020/2021","West Ham","Arsenal","3.99","3.56","2.00","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.08","1.14","1.68","2.19"
"5141","20-03-21 21:00","England","Premier League","2020/2021","Brighton","Newcastle","1.71","3.70","5.65","1.08","8.70","1.36","3.26","2.17","1.77","3.84","1.28","8.64","1.08","1.92","1.88"
"5142","19-03-21 21:00","England","Premier League","2020/2021","Fulham","Leeds","2.55","3.36","2.93","1.06","9.78","1.33","3.48","2.06","1.85","3.84","1.28","8.05","1.09","1.74","2.09"
"5143","15-03-21 21:00","England","Premier League","2020/2021","Wolves","Liverpool","5.99","4.00","1.63","1.06","10.70","1.29","3.76","1.98","1.92","3.45","1.33","6.72","1.12","1.85","1.95"
"6565","14-03-21 20:15","England","Premier League","2020/2021","Manchester Utd","West Ham","1.74","3.70","5.41","1.06","9.68","1.30","3.66","1.98","1.92","3.52","1.32","7.10","1.11","1.84","1.97"
"6566","14-03-21 17:30","England","Premier League","2020/2021","Arsenal","Tottenham","2.83","3.43","2.59","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.72","1.12","1.63","2.28"
"6567","14-03-21 15:00","England","Premier League","2020/2021","Leicester","Sheffield Utd","1.49","4.08","8.70","1.08","8.60","1.37","3.23","2.18","1.76","4.14","1.25","8.64","1.08","2.16","1.70"
"6568","14-03-21 13:00","England","Premier League","2020/2021","Southampton","Brighton","3.22","3.40","2.35","1.08","8.60","1.33","3.44","2.18","1.76","3.84","1.28","8.05","1.09","1.76","2.07"
"5144","13-03-21 21:00","England","Premier League","2020/2021","Fulham","Manchester City","8.65","4.83","1.41","1.05","12.00","1.29","3.80","1.84","2.08","3.15","1.38","6.38","1.13","2.06","1.76"
"5145","13-03-21 18:30","England","Premier League","2020/2021","Everton","Burnley","1.89","3.48","4.68","1.08","8.70","1.42","2.99","2.27","1.71","4.37","1.23","9.34","1.07","1.92","1.88"
"5146","13-03-21 16:00","England","Premier League","2020/2021","Crystal Palace","West Brom","2.27","3.44","3.35","1.10","7.61","1.45","2.85","2.38","1.61","4.37","1.23","9.34","1.07","1.87","1.94"
"5147","13-03-21 13:30","England","Premier League","2020/2021","Leeds","Chelsea","5.83","3.88","1.66","1.03","14.00","1.24","4.30","1.78","2.15","2.84","1.45","5.57","1.16","1.71","2.13"
"5148","12-03-21 21:00","England","Premier League","2020/2021","Newcastle","Aston Villa","3.93","3.38","2.08","1.07","9.57","1.34","3.40","2.20","1.75","3.93","1.27","8.05","1.09","1.84","1.97"
"5149","10-03-21 19:00","England","Premier League","2020/2021","Manchester City","Southampton","1.16","8.39","18.70","1.02","16.10","1.20","4.84","1.57","2.47","2.50","1.56","4.50","1.22","2.24","1.65"
"5150","08-03-21 21:00","England","Premier League","2020/2021","West Ham","Leeds","2.25","3.96","3.00","1.03","14.00","1.24","4.30","1.74","2.15","2.84","1.45","4.97","1.19","1.54","2.47"
"5151","08-03-21 19:00","England","Premier League","2020/2021","Chelsea","Everton","1.58","4.01","6.70","1.06","9.68","1.30","3.66","2.09","1.83","3.52","1.32","7.10","1.11","1.94","1.86"
"5152","07-03-21 20:15","England","Premier League","2020/2021","Tottenham","Crystal Palace","1.54","4.10","7.32","1.05","10.90","1.30","3.70","1.96","1.94","3.38","1.34","6.38","1.13","1.88","1.92"
"5153","07-03-21 17:30","England","Premier League","2020/2021","Manchester City","Manchester Utd","1.50","4.62","6.78","1.05","12.00","1.26","4.08","1.84","2.08","3.01","1.41","6.08","1.14","1.82","1.99"
"5154","07-03-21 15:00","England","Premier League","2020/2021","Liverpool","Fulham","1.60","4.08","6.17","1.05","11.80","1.26","4.03","1.86","2.05","3.21","1.37","6.08","1.14","1.77","2.04"
"5155","07-03-21 13:00","England","Premier League","2020/2021","West Brom","Newcastle","2.36","3.29","3.29","1.10","7.61","1.42","2.99","2.28","1.66","4.37","1.23","9.34","1.07","1.92","1.88"
"5156","06-03-21 21:00","England","Premier League","2020/2021","Brighton","Leicester","2.68","3.27","2.84","1.10","7.53","1.46","2.82","2.40","1.60","4.50","1.22","9.34","1.07","1.96","1.84"
"5157","06-03-21 18:30","England","Premier League","2020/2021","Aston Villa","Wolves","2.53","3.47","2.88","1.10","7.53","1.46","2.82","2.40","1.60","4.97","1.19","10.20","1.06","1.94","1.86"
"5158","06-03-21 16:00","England","Premier League","2020/2021","Sheffield Utd","Southampton","4.29","3.49","1.96","1.06","9.68","1.37","3.23","2.18","1.76","3.84","1.28","8.05","1.09","1.85","1.95"
"5159","06-03-21 13:30","England","Premier League","2020/2021","Burnley","Arsenal","5.47","3.66","1.74","1.06","10.70","1.30","3.66","1.98","1.92","3.52","1.32","7.10","1.11","1.84","1.97"
"5160","04-03-21 21:15","England","Premier League","2020/2021","Liverpool","Chelsea","2.12","3.59","3.55","1.05","12.00","1.26","4.08","1.84","2.08","3.15","1.38","6.08","1.14","1.67","2.21"
"5161","04-03-21 19:00","England","Premier League","2020/2021","Fulham","Tottenham","4.20","3.47","1.98","1.05","10.90","1.30","3.70","1.96","1.94","3.52","1.32","7.10","1.11","1.70","2.15"
"5162","04-03-21 19:00","England","Premier League","2020/2021","West Brom","Everton","4.33","3.58","1.92","1.05","10.90","1.30","3.70","1.96","1.94","3.38","1.34","7.10","1.11","1.69","2.17"
"5163","03-03-21 21:15","England","Premier League","2020/2021","Crystal Palace","Manchester Utd","7.70","4.88","1.44","1.05","12.00","1.26","4.08","1.77","2.17","3.01","1.41","5.57","1.16","1.88","1.92"
"5164","03-03-21 19:00","England","Premier League","2020/2021","Burnley","Leicester","4.36","3.27","2.02","1.10","7.61","1.45","2.85","2.47","1.57","4.97","1.19","10.20","1.06","1.99","1.82"
"5165","03-03-21 19:00","England","Premier League","2020/2021","Sheffield Utd","Aston Villa","3.95","3.56","2.01","1.05","10.90","1.33","3.48","2.06","1.85","3.84","1.28","8.05","1.09","1.76","2.07"
"5166","02-03-21 21:00","England","Premier League","2020/2021","Manchester City","Wolves","1.22","6.78","15.70","1.05","11.80","1.24","4.30","1.67","2.26","2.84","1.45","4.97","1.19","2.24","1.65"
"5167","01-03-21 21:00","England","Premier League","2020/2021","Everton","Southampton","2.05","3.59","3.79","1.05","11.00","1.29","3.75","1.99","1.91","3.43","1.34","6.54","1.13","1.67","2.21"
"5168","28-02-21 20:15","England","Premier League","2020/2021","Sheffield Utd","Liverpool","8.82","5.13","1.38","1.01","18.00","1.17","5.43","1.49","2.72","2.27","1.71","3.84","1.28","1.69","2.17"
"5169","28-02-21 17:30","England","Premier League","2020/2021","Chelsea","Manchester Utd","2.29","3.69","3.09","1.05","12.00","1.26","4.08","1.84","2.08","3.01","1.41","6.08","1.14","1.62","2.30"
"5170","28-02-21 15:00","England","Premier League","2020/2021","Tottenham","Burnley","1.46","4.43","8.24","1.05","12.00","1.23","4.35","1.77","2.17","2.84","1.45","5.57","1.16","1.74","2.09"
"5171","28-02-21 13:00","England","Premier League","2020/2021","Crystal Palace","Fulham","3.57","3.27","2.25","1.08","8.70","1.42","2.99","2.36","1.66","4.37","1.23","9.34","1.07","1.87","1.94"
"5172","28-02-21 13:00","England","Premier League","2020/2021","Leicester","Arsenal","2.35","3.60","3.06","1.06","9.78","1.33","3.48","2.06","1.85","3.52","1.32","8.05","1.09","1.69","2.17"
"5173","27-02-21 21:00","England","Premier League","2020/2021","Newcastle","Wolves","3.68","3.17","2.25","1.10","7.61","1.42","2.99","2.38","1.61","4.37","1.23","9.34","1.07","1.92","1.88"
"5174","27-02-21 18:30","England","Premier League","2020/2021","Leeds","Aston Villa","2.05","3.90","3.49","1.01","16.00","1.19","4.89","1.56","2.50","2.47","1.57","4.37","1.23","1.52","2.54"
"5175","27-02-21 16:00","England","Premier League","2020/2021","West Brom","Brighton","4.64","3.61","1.86","1.05","10.90","1.30","3.70","1.96","1.94","3.52","1.32","7.10","1.11","1.84","1.97"
"5176","27-02-21 13:30","England","Premier League","2020/2021","Manchester City","West Ham","1.27","6.58","10.60","1.02","16.10","1.20","4.84","1.57","2.47","2.50","1.56","4.50","1.22","1.92","1.88"
"5177","23-02-21 19:00","England","Premier League","2020/2021","Leeds","Southampton","2.10","4.01","3.29","1.03","14.00","1.24","4.30","1.78","2.15","2.84","1.45","4.97","1.19","1.60","2.33"
"5178","22-02-21 21:00","England","Premier League","2020/2021","Brighton","Crystal Palace","1.81","3.59","4.98","1.08","8.60","1.42","2.96","2.29","1.70","4.14","1.25","8.64","1.08","1.99","1.82"
"5179","21-02-21 20:00","England","Premier League","2020/2021","Manchester Utd","Newcastle","1.31","5.60","11.10","1.02","16.10","1.21","4.66","1.62","2.37","2.66","1.50","4.50","1.22","1.84","1.97"
"5180","21-02-21 17:30","England","Premier League","2020/2021","Arsenal","Manchester City","7.18","4.62","1.48","1.03","14.00","1.21","4.66","1.62","2.37","2.66","1.50","4.97","1.19","1.70","2.15"
"5181","21-02-21 15:05","England","Premier League","2020/2021","Aston Villa","Leicester","4.16","3.78","1.90","1.05","12.00","1.26","4.08","1.84","2.08","3.01","1.41","6.08","1.14","1.65","2.24"
"5182","21-02-21 13:00","England","Premier League","2020/2021","West Ham","Tottenham","3.19","3.48","2.32","1.03","14.10","1.23","4.35","1.72","2.17","2.84","1.45","5.57","1.16","1.54","2.47"
